Country,Cultural_Factor,Adaptation_Needed,Adaptation_Level
Country 48,Religion,No,0.5378369394542702
Country 8,Values,No,0.5099962149535752
Country 26,Values,No,0.4534192944060865
Country 44,Etiquette,No,0.4734254205266859
Country 3,Customs,No,0.14735567115188575
Country 6,Language,No,0.46896914667670575
Country 8,Values,Yes,0.5052786905784206
Country 6,Values,Yes,0.521254510517698
Country 20,Religion,No,0.5069671460920991
Country 8,Etiquette,No,0.07639352144888678
Country 25,Language,No,0.18056754993725477
Country 9,Religion,Yes,0.09746137833615254
Country 27,Language,No,0.8026981944252604
Country 34,Language,No,0.583247937717386
Country 20,Etiquette,No,0.9842206742953101
Country 31,Language,Yes,0.6648058880951208
Country 23,Etiquette,Yes,0.7309456619686834
Country 29,Language,No,0.9524808995706724
Country 21,Values,Yes,0.5245853490076741
Country 8,Language,Yes,0.6307901628233106
Country 23,Religion,No,0.4698627806384942
Country 10,Customs,No,0.8237400013282937
Country 33,Customs,Yes,0.8354699995766977
Country 22,Customs,No,0.3798148863991958
Country 22,Etiquette,Yes,0.44009438088429453
Country 33,Customs,No,0.09343642838200494
Country 16,Values,Yes,0.89127003708726
Country 32,Language,No,0.3144575085513658
Country 27,Religion,No,0.8648528018560105
Country 36,Etiquette,No,0.24120903104384217
Country 40,Values,No,0.33303106222757317
Country 6,Religion,Yes,0.44968068781393333
Country 43,Religion,No,0.788073920009965
Country 37,Religion,No,0.8955807888521586
Country 21,Customs,No,0.3442917722402764
Country 45,Values,No,0.6656349426676917
Country 1,Etiquette,Yes,0.4321353865132648
Country 50,Etiquette,Yes,0.41977637107278054
Country 28,Values,Yes,0.8326331432040033
Country 37,Customs,No,0.036473013907603824
Country 15,Religion,Yes,0.570983392665864
Country 31,Religion,Yes,0.1494430628265564
Country 36,Religion,Yes,0.8407412433055429
Country 47,Values,No,0.7018499840408429
Country 46,Customs,No,0.7903013502185429
Country 9,Etiquette,Yes,0.39408118420311444
Country 50,Values,No,0.22984014557299282
Country 43,Values,Yes,0.19405661878542424
Country 7,Etiquette,Yes,0.9964101169463634
Country 48,Language,No,0.4117788976711231
Country 15,Customs,Yes,0.5088166768877238
Country 32,Values,No,0.942174165216768
Country 19,Customs,Yes,0.7479173858104249
Country 19,Etiquette,Yes,0.20919931301764716
Country 2,Etiquette,Yes,0.2671821348335144
Country 18,Religion,Yes,0.8779860757276728
Country 18,Etiquette,Yes,0.8836284182896852
Country 1,Values,No,0.04431201910226523
Country 13,Language,No,0.9435896881638018
Country 28,Etiquette,Yes,0.04436565095487255
Country 39,Religion,Yes,0.24267949643095255
Country 18,Values,Yes,0.38187546861188015
Country 28,Etiquette,Yes,0.6982839108297519
Country 35,Etiquette,No,0.511166079497085
Country 42,Etiquette,Yes,0.14116979205870273
Country 30,Etiquette,Yes,0.7916609480051797
Country 21,Language,Yes,0.2904363191708951
Country 26,Religion,Yes,0.006852433693181226
Country 15,Etiquette,Yes,0.5200963960864546
Country 16,Religion,No,0.05045201676583788
Country 13,Religion,No,0.016530123252736728
Country 43,Customs,No,0.8277005180618202
Country 35,Religion,Yes,0.2586599593953487
Country 33,Etiquette,No,0.8117018199598249
Country 20,Values,Yes,0.1977464762426443
Country 34,Values,Yes,0.7873612383263957
Country 1,Etiquette,Yes,0.40590338501790413
Country 15,Language,No,0.613427875587814
Country 31,Etiquette,No,0.6795351982408756
Country 1,Customs,Yes,0.09333217576859154
Country 12,Etiquette,Yes,0.7043077639491966
Country 50,Language,Yes,0.5723924568908332
Country 34,Etiquette,No,0.2739460780814076
Country 11,Customs,No,0.5245496487270651
Country 8,Religion,Yes,0.32479201018796056
Country 21,Customs,No,0.9207060931615345
Country 33,Religion,Yes,0.007673130212443646
Country 44,Customs,Yes,0.1345449999322007
Country 27,Etiquette,Yes,0.27401691370399106
Country 5,Customs,No,0.20184508853301475
Country 44,Religion,Yes,0.3078224264225987
Country 26,Values,No,0.8059670624999591
Country 12,Religion,Yes,0.08306825869835543
Country 36,Language,No,0.5570044816649354
Country 10,Religion,No,0.521737820931882
Country 22,Customs,Yes,0.987156232181699
Country 6,Customs,No,0.6533357664061666
Country 46,Language,Yes,0.1490244228999711
Country 22,Customs,No,0.6165381851616659
Country 23,Language,No,0.05847505051693147
Country 22,Customs,Yes,0.052750271922942904
Country 42,Etiquette,Yes,0.9430396305163403
Country 43,Language,Yes,0.3439734347827982
Country 20,Values,No,0.9937770097626137
Country 27,Religion,Yes,0.5076522414829808
Country 25,Values,No,0.1770921345252271
Country 2,Customs,No,0.861855020178651
Country 42,Values,No,0.9747720031094177
Country 3,Values,Yes,0.06611934404900377
Country 40,Religion,No,0.6334813715513097
Country 37,Values,Yes,0.41495349047570407
Country 26,Language,Yes,0.1224126797483297
Country 8,Customs,No,0.936540522207355
Country 26,Customs,Yes,0.7417680679928221
Country 20,Customs,Yes,0.4202323865425378
Country 14,Religion,Yes,0.5540535940989517
Country 16,Etiquette,Yes,0.3704407293324562
Country 22,Religion,No,0.1938859462640038
Country 22,Customs,Yes,0.07917911830836188
Country 47,Religion,Yes,0.235715930688572
Country 8,Values,No,0.01748159815628636
Country 12,Customs,No,0.42096454836166397
Country 31,Customs,No,0.8016998911382969
Country 44,Language,No,0.49132740797601904
Country 18,Values,No,0.2361806689443483
Country 16,Etiquette,Yes,0.18448473821608025
Country 1,Etiquette,No,0.11588204078880304
Country 22,Customs,No,0.013939316187501327
Country 6,Values,No,0.0060137084169265
Country 31,Values,Yes,0.08400970256153495
Country 18,Values,Yes,0.031022030081058527
Country 23,Customs,No,0.37053598651531605
Country 37,Values,Yes,0.6805771338976231
Country 4,Values,No,0.0754150036329646
Country 39,Religion,Yes,0.9122198256719013
Country 10,Values,No,0.8025734237685728
Country 24,Customs,Yes,0.9191431386088128
Country 49,Religion,Yes,0.2854097164189323
Country 12,Values,Yes,0.7706245495732267
Country 33,Customs,No,0.7250002874362341
Country 26,Etiquette,No,0.1392339452925051
Country 10,Customs,No,0.1153240064874147
Country 9,Language,Yes,0.5243301170337238
Country 50,Religion,No,0.6537022151840806
Country 32,Language,Yes,0.8087636210121921
Country 19,Customs,No,0.8332311808785305
Country 5,Values,Yes,0.11112807862295637
Country 2,Religion,Yes,0.7380538313880274
Country 30,Language,No,0.15542578190550937
Country 12,Customs,Yes,0.5826682348271861
Country 43,Values,Yes,0.5259827942634949
Country 6,Values,No,0.680520461166663
Country 31,Etiquette,Yes,0.09220126719187005
Country 46,Etiquette,Yes,0.5606730251703816
Country 1,Etiquette,Yes,0.06348022959331967
Country 17,Religion,No,0.3407989681687569
Country 30,Language,Yes,0.5323579911628031
Country 20,Religion,No,0.17433525166436148
Country 18,Etiquette,No,0.02972660190595533
Country 38,Language,No,0.12581979027621493
Country 40,Etiquette,No,0.7887074333963995
Country 44,Religion,No,0.7465781358455494
Country 7,Values,No,0.8459611111148957
Country 3,Etiquette,No,0.35969763124957266
Country 44,Customs,Yes,0.2850310666911574
Country 21,Customs,Yes,0.911115548718311
Country 30,Language,No,0.27247116003638616
Country 19,Language,No,0.49410767002609957
Country 47,Etiquette,No,0.7868723696946069
Country 36,Customs,No,0.5767962970569537
Country 9,Etiquette,No,0.06524084721684731
Country 5,Religion,Yes,0.1575958976370906
Country 6,Etiquette,No,0.9826580502776171
Country 45,Religion,No,0.41746113334320967
Country 14,Customs,Yes,0.17365108492720283
Country 24,Language,Yes,0.04824594741471522
Country 15,Language,No,0.08677211353164405
Country 45,Etiquette,Yes,0.7052245541575459
Country 13,Values,Yes,0.07822829784424035
Country 16,Values,No,0.04621297414185399
Country 19,Etiquette,No,0.7023657973871785
Country 31,Etiquette,Yes,0.3799574521644259
Country 27,Etiquette,No,0.8254056361162343
Country 12,Values,No,0.018928384131513654
Country 18,Religion,Yes,0.6516660993302631
Country 26,Customs,No,0.704790176668358
Country 32,Language,Yes,0.30388833643118285
Country 5,Religion,Yes,0.21757607812405066
Country 20,Religion,Yes,0.6234403438901541
Country 19,Values,No,0.3080620729420701
Country 11,Language,No,0.6030511082821643
Country 1,Customs,No,0.150837020286813
Country 40,Language,Yes,0.557617881376586
Country 3,Customs,Yes,0.04710400044280838
Country 21,Customs,No,0.932320962996113
Country 37,Etiquette,No,0.14332315863476952
Country 12,Values,Yes,0.4842189893518879
Country 23,Customs,No,0.008316932653632758
Country 27,Values,Yes,0.05845515016246472
Country 32,Customs,No,0.3355677485259778
Country 29,Customs,Yes,0.9134703573888664
Country 47,Etiquette,Yes,0.0640244913850444
Country 24,Values,Yes,0.7416422006925796
Country 36,Values,Yes,0.996220409203573
Country 41,Etiquette,Yes,0.6028970510164077
Country 24,Religion,No,0.4385185412276963
Country 41,Etiquette,Yes,0.9368862455295753
Country 31,Language,Yes,0.15287734359485383
Country 1,Customs,Yes,0.6092614116154463
Country 15,Values,Yes,0.265813424073547
Country 38,Religion,No,0.16170966861030167
Country 27,Customs,No,0.5727708438256611
Country 42,Language,No,0.5284781100995479
Country 14,Etiquette,Yes,0.16855978187387033
Country 42,Language,Yes,0.032763407526899324
Country 18,Customs,No,0.7422753088580554
Country 14,Etiquette,Yes,0.8723125092343564
Country 11,Language,Yes,0.802443709820811
Country 40,Etiquette,No,0.8616538632930446
Country 24,Religion,Yes,0.7166784538427212
Country 10,Customs,No,0.09688527235579814
Country 24,Language,No,0.815536287751764
Country 43,Etiquette,Yes,0.4993177703397278
Country 8,Customs,Yes,0.3844545648632911
Country 30,Religion,No,0.3118726878495307
Country 11,Etiquette,No,0.07667732065287058
Country 29,Customs,Yes,0.4415346447408104
Country 29,Religion,Yes,0.8576660376864924
Country 18,Etiquette,No,0.025558771827739468
Country 18,Values,Yes,0.9334362048280502
Country 43,Customs,No,0.7450299845428802
Country 28,Values,No,0.8400953798575335
Country 1,Language,Yes,0.6343845530278646
Country 8,Customs,Yes,0.23852434756093488
Country 11,Customs,No,0.15889131642184462
Country 8,Language,Yes,0.566347117674361
Country 42,Language,Yes,0.2543812952616489
Country 4,Etiquette,Yes,0.4148207290506687
Country 43,Language,No,0.5326503419013962
Country 15,Etiquette,Yes,0.06305037554979154
Country 22,Values,No,0.22692995552382333
Country 25,Religion,No,0.040456647799111733
Country 20,Language,No,0.5950224675168022
Country 26,Customs,Yes,0.5801133818525426
Country 21,Etiquette,No,0.8837337889608132
Country 49,Language,No,0.440432440243522
Country 32,Religion,No,0.05463047245334285
Country 17,Customs,No,0.7419076959130717
Country 34,Etiquette,No,0.5381801936879685
Country 44,Customs,No,0.09042562225897244
Country 30,Customs,No,0.4069346482408366
Country 48,Etiquette,No,0.9021939377630038
Country 8,Values,No,0.39749639588320695
Country 22,Etiquette,No,0.5179079159894165
Country 43,Language,Yes,0.9761234883592272
Country 50,Language,Yes,0.06136987924139714
Country 30,Values,Yes,0.6657289648894458
Country 5,Language,No,0.4303748050835282
Country 4,Language,No,0.6760494306542524
Country 33,Religion,No,0.18775365232772045
Country 33,Language,Yes,0.250513715842264
Country 46,Religion,Yes,0.148402524653368
Country 3,Values,Yes,0.7798042466411165
Country 30,Language,No,0.44643500452290275
Country 9,Etiquette,No,0.09075829398245039
Country 38,Customs,No,0.9225138060157049
Country 40,Values,No,0.7508664607456004
Country 15,Religion,No,0.27596086063871006
Country 50,Etiquette,Yes,0.07485194250628924
Country 14,Religion,Yes,0.6282619120705338
Country 14,Religion,No,0.4074784576963941
Country 31,Customs,Yes,0.09632274441699185
Country 17,Language,No,0.2843762882508315
Country 50,Religion,Yes,0.5153446314250958
Country 20,Customs,Yes,0.6455787500200125
Country 33,Religion,No,0.4392427914327518
Country 22,Religion,Yes,0.4680290561161641
Country 21,Etiquette,Yes,0.20878680728138455
Country 32,Religion,Yes,0.501405263705849
Country 15,Etiquette,No,0.9105393478999635
Country 50,Religion,Yes,0.029295700418767057
Country 21,Religion,Yes,0.5827735926104325
Country 10,Religion,No,0.4672235341755894
Country 18,Religion,Yes,0.04149206973518926
Country 5,Etiquette,Yes,0.6379656096905457
Country 30,Etiquette,Yes,0.7520271947319651
Country 14,Customs,No,0.2558475755532801
Country 45,Religion,No,0.30114746636516176
Country 21,Language,Yes,0.9659726969892944
Country 32,Values,No,0.8497611178959769
Country 29,Religion,No,0.37800839651195517
Country 4,Values,No,0.7418760477526463
Country 46,Values,No,0.5786034034025148
Country 36,Religion,No,0.5500069075669575
Country 40,Religion,Yes,0.5846054439140184
Country 45,Religion,No,0.9934798867810068
Country 8,Customs,Yes,0.3106683719352257
Country 5,Language,Yes,0.14823454657981583
Country 17,Values,Yes,0.763781425395944
Country 36,Values,No,0.7997335532151651
Country 31,Customs,Yes,0.044135151854975296
Country 43,Etiquette,Yes,0.09152757452614668
Country 11,Etiquette,No,0.8783103298162456
Country 39,Values,No,0.5655841431733108
Country 22,Religion,No,0.6975606108949755
Country 29,Etiquette,No,0.22335768895571018
Country 7,Customs,Yes,0.8511872857621563
Country 2,Values,No,0.3650257894059743
Country 45,Etiquette,Yes,0.8158702026572106
Country 6,Values,Yes,0.44696217251973813
Country 48,Customs,Yes,0.3697719868104058
Country 7,Etiquette,Yes,0.8855116670528207
Country 30,Customs,Yes,0.14170242543903977
Country 1,Etiquette,Yes,0.9236226023580539
Country 21,Language,Yes,0.9872332406745373
Country 22,Customs,Yes,0.4779283606963878
Country 8,Etiquette,Yes,0.9160216245279169
Country 25,Etiquette,No,0.18988877983759622
Country 49,Language,No,0.8672954092957421
Country 45,Customs,No,0.6257279054877753
Country 35,Customs,Yes,0.7382292401966078
Country 29,Customs,No,0.17769121321999592
Country 43,Etiquette,No,0.9455612953552212
Country 50,Religion,No,0.3061965336166359
Country 40,Values,No,0.553993245310892
Country 13,Values,No,0.2138711401203467
Country 28,Etiquette,No,0.35433534958583957
Country 26,Values,Yes,0.5675380266702514
Country 38,Values,No,0.46174014490071
Country 36,Values,Yes,0.9535579350668185
Country 7,Customs,Yes,0.718376943401446
Country 30,Religion,Yes,0.4218587933452599
Country 17,Values,No,0.238204567340496
Country 31,Etiquette,Yes,0.024753462342396504
Country 3,Customs,No,0.4218353824164597
Country 28,Etiquette,Yes,0.45947811223203194
Country 37,Religion,No,0.3083287009637985
Country 42,Religion,Yes,0.5590226483657508
Country 16,Language,No,0.6900415263964511
Country 7,Values,No,0.48046404493019246
Country 9,Etiquette,Yes,0.24896581136720397
Country 30,Values,No,0.24197078815147055
Country 46,Religion,Yes,0.6328261260010458
Country 46,Etiquette,Yes,0.15406093115985864
Country 29,Values,Yes,0.9032030920530583
Country 43,Values,Yes,0.5009282075005235
Country 31,Language,Yes,0.5785669906480088
Country 18,Etiquette,Yes,0.5464448008824853
Country 5,Religion,No,0.6030463625743494
Country 49,Religion,No,0.7944137242396023
Country 19,Religion,Yes,0.7903603420385524
Country 40,Customs,Yes,0.5695828389785428
Country 27,Language,Yes,0.18965587151463703
Country 32,Etiquette,Yes,0.023270587599487413
Country 17,Values,No,0.8811409042770781
Country 8,Etiquette,No,0.8723964538088209
Country 11,Etiquette,No,0.7181379549747408
Country 20,Etiquette,No,0.15747001153667162
Country 28,Etiquette,Yes,0.4503872574072624
Country 36,Religion,No,0.8697258137794011
Country 12,Etiquette,Yes,0.46741325821950996
Country 42,Values,No,0.236771669456458
Country 19,Customs,No,0.2937043445254274
Country 38,Values,Yes,0.9221594508556884
Country 39,Values,No,0.5331019808123462
Country 40,Language,Yes,0.7938829736942721
Country 40,Etiquette,No,0.4283130495485249
Country 3,Language,No,0.6830326249448364
Country 35,Etiquette,No,0.9813377693708242
Country 50,Language,Yes,0.3124858414790068
Country 6,Language,Yes,0.46995342441493837
Country 5,Language,No,0.7511137613952119
Country 35,Language,No,0.34342228446215095
Country 25,Etiquette,Yes,0.261795024484651
Country 27,Values,No,0.3890860374952909
Country 5,Language,No,0.4355885498020844
Country 10,Religion,Yes,0.8389427759637456
Country 2,Language,No,0.6638367188521658
Country 42,Language,Yes,0.786623621860102
Country 3,Etiquette,Yes,0.35945437791344537
Country 17,Etiquette,No,0.3142903847557146
Country 29,Language,Yes,0.47924075808783595
Country 14,Religion,No,0.5319342143054894
Country 6,Etiquette,No,0.09521328557687858
Country 36,Values,No,0.36011139822118277
Country 5,Language,Yes,0.5492166454672168
Country 43,Religion,No,0.3045086158710576
Country 12,Values,No,0.1966879905590161
Country 48,Etiquette,No,0.6908870160734818
Country 32,Customs,Yes,0.20501149290893117
Country 13,Religion,Yes,0.22539266439002859
Country 9,Religion,Yes,0.118240173632569
Country 19,Values,No,0.4570064233878758
Country 44,Customs,No,0.5884134149442656
Country 18,Values,No,0.14258432572939905
Country 3,Etiquette,Yes,0.5929559819669935
Country 10,Religion,Yes,0.48300858264046564
Country 5,Language,Yes,0.40455605530503547
Country 31,Values,Yes,0.565639942769823
Country 50,Values,No,0.028654323243741397
Country 27,Values,Yes,0.4160249132911351
Country 48,Language,Yes,0.3725490327940939
Country 8,Etiquette,No,0.7806601845934216
Country 13,Language,Yes,0.14095937310827844
Country 45,Customs,No,0.8221904484613448
Country 40,Religion,Yes,0.8732912983883118
Country 19,Values,Yes,0.8175637432894481
Country 13,Language,No,0.8458730878826397
Country 29,Customs,No,0.525543416698593
Country 21,Values,No,0.6003177566129548
Country 3,Values,Yes,0.1666221180787404
Country 22,Customs,Yes,0.4757894240600792
Country 3,Customs,Yes,0.20364241983591602
Country 14,Language,Yes,0.6600480286299346
Country 13,Etiquette,Yes,0.3388683983805152
Country 40,Religion,Yes,0.16517352884524295
Country 31,Language,No,0.7105694302784342
Country 29,Values,Yes,0.6248516959546967
Country 11,Etiquette,No,0.4194203427908091
Country 3,Customs,Yes,0.7766538569387554
Country 8,Language,No,0.21543847589180531
Country 19,Language,No,0.08790092462504473
Country 25,Language,No,0.9288730623906974
Country 17,Etiquette,Yes,0.2022366216872754
Country 47,Language,Yes,0.5266360933712416
Country 14,Customs,Yes,0.6557569509917712
Country 18,Customs,No,0.9316097340482901
Country 31,Religion,No,0.7786431627443545
Country 18,Customs,Yes,0.8357987728000008
Country 16,Religion,No,0.02403145611559554
Country 1,Religion,Yes,0.4467483338816671
Country 30,Customs,No,0.4681979302974544
Country 26,Etiquette,No,0.6182614689678019
Country 15,Etiquette,Yes,0.2990222166883074
Country 14,Religion,No,0.023165588230704026
Country 31,Customs,No,0.80585622747399
Country 21,Customs,No,0.8822804524274266
Country 32,Values,Yes,0.4919141516749078
Country 33,Religion,No,0.9199974215632264
Country 12,Language,Yes,0.27738206075991356
Country 10,Etiquette,Yes,0.011826217941493633
Country 3,Religion,Yes,0.9875793981597072
Country 11,Customs,No,0.9690234591288736
Country 23,Language,No,0.043863792172631144
Country 2,Language,No,0.08144176705837536
Country 35,Etiquette,No,0.33929870916414484
Country 46,Customs,Yes,0.6699963566879203
Country 14,Language,No,0.9290696839352602
Country 21,Language,No,0.9920791971483267
Country 39,Language,Yes,0.28300791222349797
Country 49,Etiquette,No,0.9674704512715576
Country 46,Language,No,0.8635413000697257
Country 23,Etiquette,No,0.5708067327719463
Country 14,Customs,Yes,0.808517922230508
Country 13,Language,Yes,0.15628442066333392
Country 8,Values,Yes,0.7595438269574369
Country 21,Language,No,0.29410028928126
Country 44,Customs,Yes,0.962413078203544
Country 45,Etiquette,Yes,0.3898132130557036
Country 47,Language,No,0.6667775367259346
Country 25,Religion,Yes,0.5985544141053185
Country 26,Language,No,0.7130203483629981
Country 14,Values,No,0.15147229454937894
Country 13,Customs,Yes,0.37236982647150685
Country 4,Values,Yes,0.37664190474292136
Country 20,Customs,Yes,0.45928575152437534
Country 20,Language,No,0.49759292853144843
Country 30,Customs,No,0.5392035238136953
Country 27,Customs,Yes,0.06713410559487643
Country 43,Religion,No,0.7881485537304725
Country 8,Religion,No,0.8780848480839016
Country 40,Customs,No,0.47085426137939534
Country 18,Etiquette,Yes,0.5864720108806104
Country 9,Values,No,0.11553701591789345
Country 38,Language,No,0.9633586080299236
Country 25,Customs,No,0.25582244187027636
Country 43,Religion,Yes,0.3876614479665772
Country 39,Language,Yes,0.8224675066113375
Country 30,Values,Yes,0.4261838114869103
Country 23,Religion,No,0.40048677803687316
Country 41,Etiquette,Yes,0.45837071476995106
Country 29,Customs,Yes,0.11540222500316077
Country 38,Customs,Yes,0.3670285104473354
Country 37,Religion,No,0.8683537693341822
Country 41,Religion,No,0.4096375980690451
Country 8,Values,Yes,0.8850301715031617
Country 7,Language,Yes,0.617589462299559
Country 13,Etiquette,Yes,0.7445794239174686
Country 27,Values,Yes,0.5503541532602003
Country 4,Etiquette,No,0.9474992283713248
Country 50,Language,No,0.5674083122027214
Country 1,Customs,No,0.7068925224046098
Country 38,Values,Yes,0.3951287462654792
Country 30,Values,Yes,0.0916768107908027
Country 43,Values,No,0.09342058119280494
Country 28,Customs,Yes,0.938514320714686
Country 13,Customs,Yes,0.37149915352784535
Country 31,Religion,No,0.4553456251866185
Country 38,Religion,No,0.4653092841790043
Country 34,Religion,No,0.7768239979398612
Country 4,Etiquette,Yes,0.8228485472102889
Country 4,Religion,No,0.3618611442073125
Country 43,Religion,No,0.13764225255978968
Country 46,Language,No,0.1827588201367245
Country 39,Values,Yes,0.6067624166368728
Country 36,Etiquette,Yes,0.7283168061320918
Country 30,Etiquette,No,0.11393276991839374
Country 45,Etiquette,No,0.7433668964306857
Country 46,Customs,No,0.617417259885014
Country 12,Etiquette,Yes,0.09823837189916973
Country 3,Language,Yes,0.33098080219958625
Country 7,Customs,No,0.36091518460741
Country 1,Religion,Yes,0.13131134332671757
Country 26,Customs,Yes,0.6891881043555259
Country 47,Customs,No,0.9324125655269023
Country 38,Values,Yes,0.17744001277969235
Country 6,Etiquette,No,0.03807138703389423
Country 45,Etiquette,Yes,0.27192866946784056
Country 50,Values,No,0.8423205179456216
Country 15,Values,Yes,0.8875422147317055
Country 3,Values,Yes,0.2272673020942344
Country 30,Values,Yes,0.07579098937618667
Country 18,Religion,No,0.6437177524001118
Country 31,Customs,Yes,0.12343792014595278
Country 27,Etiquette,Yes,0.9669605792658246
Country 3,Customs,No,0.5430485162492669
Country 1,Values,No,0.42863189426090575
Country 44,Values,Yes,0.9845782116888325
Country 31,Customs,No,0.976292778202115
Country 17,Language,No,0.2511888889937618
Country 42,Religion,No,0.7154716528804729
Country 9,Language,No,0.8816966932769278
Country 20,Religion,No,0.9374783253161117
Country 13,Etiquette,Yes,0.4018599040255998
Country 27,Values,No,0.08249605233638224
Country 36,Values,Yes,0.5002857849579139
Country 9,Customs,Yes,0.642195123386592
Country 25,Customs,No,0.3415506617687163
Country 40,Religion,Yes,0.6730045345670609
Country 19,Customs,No,0.14932107012641005
Country 26,Religion,No,0.043084506267808576
Country 43,Etiquette,Yes,0.21786723302481148
Country 31,Values,No,0.21985771476838434
Country 3,Customs,No,0.634983428038189
Country 45,Language,No,0.4999211259144761
Country 5,Language,No,0.7336293816613713
Country 37,Etiquette,No,0.9814263964309399
Country 11,Language,Yes,0.39187198970535164
Country 31,Language,No,0.6815459078607858
Country 34,Religion,Yes,0.4403759433549491
Country 14,Religion,No,0.931614966666493
Country 22,Etiquette,No,0.5037178881128631
Country 27,Values,Yes,0.5383986352671504
Country 32,Religion,Yes,0.3649847898097285
Country 28,Etiquette,No,0.05372913757251874
Country 46,Language,Yes,0.8700039749688703
Country 7,Values,No,0.5534403802019544
Country 32,Etiquette,No,0.7542141925700151
Country 24,Religion,Yes,0.7518873660574665
Country 26,Values,Yes,0.7011086895407087
Country 41,Customs,No,0.34541406353420856
Country 43,Religion,Yes,0.21418110590733486
Country 10,Customs,No,0.9223005545302989
Country 6,Religion,No,0.3205239639786962
Country 48,Etiquette,No,0.09984268382750228
Country 43,Language,Yes,0.10536375734660186
Country 37,Language,Yes,0.2708215425595948
Country 22,Language,No,0.032892191265861626
Country 4,Etiquette,Yes,0.6963686933677364
Country 5,Religion,No,0.2625726158206645
Country 45,Etiquette,Yes,0.38963863540805344
Country 20,Values,Yes,0.38263565601787186
Country 28,Language,Yes,0.05616482484504326
Country 42,Religion,Yes,0.28716706988391594
Country 17,Religion,No,0.03261474789354579
Country 18,Values,Yes,0.12709266316064594
Country 45,Religion,No,0.18717848691384698
Country 13,Values,No,0.8675142676072263
Country 17,Religion,Yes,0.5938712309373311
Country 17,Religion,No,0.2810431241178699
Country 39,Etiquette,Yes,0.6708211091888354
Country 21,Customs,Yes,0.15108003055296448
Country 3,Language,No,0.3710131296357927
Country 23,Religion,Yes,0.28622304838942103
Country 24,Etiquette,Yes,0.5783737844868633
Country 10,Religion,No,0.13570925953207935
Country 30,Customs,No,0.8281212979392802
Country 33,Language,Yes,0.5560358751261448
Country 24,Customs,Yes,0.8839362147441311
Country 12,Customs,Yes,0.6343131365969341
Country 38,Values,No,0.6904182487495548
Country 36,Religion,No,0.5540572660884363
Country 40,Language,No,0.901931131018117
Country 22,Values,Yes,0.7275768513597349
Country 42,Religion,Yes,0.25708947016224004
Country 25,Customs,No,0.809774029234362
Country 44,Customs,Yes,0.08119944251031286
Country 30,Language,Yes,0.7520372018602454
Country 3,Language,No,0.45043906700769165
Country 2,Etiquette,Yes,0.2912605167257222
Country 46,Religion,No,0.3440627718973214
Country 5,Religion,Yes,0.6809739343659035
Country 37,Values,No,0.5984323716830803
Country 9,Etiquette,No,0.3481830576061471
Country 21,Customs,Yes,0.9942866549154306
Country 47,Customs,Yes,0.5359098559479875
Country 29,Language,No,0.2519791397194183
Country 7,Language,Yes,0.3385294403907194
Country 8,Etiquette,No,0.7404569634122582
Country 32,Values,Yes,0.9676911112995293
Country 37,Religion,No,0.5305250473888585
Country 16,Religion,No,0.8791250342834066
Country 45,Religion,No,0.9188338159717799
Country 45,Customs,Yes,0.815379746993085
Country 38,Etiquette,No,0.9771937493796347
Country 3,Customs,Yes,0.12509338620604282
Country 21,Religion,No,0.0988778314544575
Country 44,Etiquette,Yes,0.7402964001188946
Country 4,Customs,No,0.3324204427968125
Country 39,Language,Yes,0.0017299050045909148
Country 13,Language,Yes,0.9580144629988464
Country 46,Language,Yes,0.4783471425740925
Country 1,Values,Yes,0.09569276293227891
Country 16,Values,Yes,0.18843851023498237
Country 15,Customs,Yes,0.5754403048505602
Country 6,Customs,Yes,0.44481514246663045
Country 47,Language,Yes,0.8208857037984554
Country 14,Values,Yes,0.23565348954325793
Country 20,Etiquette,No,0.037838126272464856
Country 13,Customs,No,0.4947441337013633
Country 43,Religion,No,0.20191999950404793
Country 18,Etiquette,Yes,0.043488065921538754
Country 16,Language,No,0.8925841135566916
Country 47,Religion,No,0.8662712261450667
Country 22,Religion,Yes,0.28566469181014886
Country 27,Religion,No,0.9508725487935091
Country 11,Language,Yes,0.7597585505513704
Country 46,Values,Yes,0.9778998934239944
Country 16,Customs,Yes,0.5689321467123203
Country 2,Customs,Yes,0.24580990266780722
Country 15,Etiquette,No,0.2941198269429094
Country 50,Customs,Yes,0.7564107690213054
Country 16,Religion,No,0.7677761941850528
Country 10,Religion,No,0.25922601170892035
Country 7,Language,Yes,0.20121186197416951
Country 26,Language,No,0.3577449944275175
Country 5,Language,No,0.9075546221515098
Country 34,Etiquette,Yes,0.4961536751789023
Country 4,Religion,Yes,0.988569246518211
Country 15,Language,Yes,0.8474986350258625
Country 48,Religion,No,0.5603890345845827
Country 10,Etiquette,Yes,0.27829027288557684
Country 41,Religion,Yes,0.7687625078951328
Country 41,Customs,Yes,0.049292290827198215
Country 33,Etiquette,Yes,0.5404087418792816
Country 1,Values,Yes,0.4535309763584211
Country 12,Religion,No,0.6579201525313365
Country 39,Etiquette,No,0.619282894507053
Country 26,Religion,Yes,0.34043679127055626
Country 17,Values,Yes,0.7445698702686201
Country 28,Language,Yes,0.7357310940296807
Country 39,Customs,No,0.24937813174487733
Country 15,Values,Yes,0.22857095352271783
Country 38,Religion,Yes,0.9829120314256388
Country 21,Religion,No,0.8882427082837612
Country 36,Religion,No,0.8788728977545149
