Scenario,Country,Investment_Required_USD,Projected_ROI_Percent,Risk_Level
Scenario 25547,Country 35,2955140.6458279816,8.573917808290005,Low
Scenario 25548,Country 13,565769.6473417191,21.139061709099607,Medium
Scenario 25549,Country 7,3911555.778355605,12.100595558263525,High
Scenario 25550,Country 9,719264.2497252399,11.45878598266717,Medium
Scenario 25551,Country 44,1306862.944732858,12.917500593407084,Low
Scenario 25552,Country 33,3625974.7641673284,8.620602102575985,Medium
Scenario 25553,Country 48,4990303.447559783,7.972170259971225,Medium
Scenario 25554,Country 24,225336.0169733326,24.153404262832797,Medium
Scenario 25555,Country 17,4517270.984269109,21.69212821492352,High
Scenario 25556,Country 20,293534.041556581,22.547487813723798,High
Scenario 25557,Country 46,2208336.8402353018,13.675258549348754,Low
Scenario 25558,Country 11,4907706.252458125,6.386780955615001,High
Scenario 25559,Country 9,3294125.21475266,22.014709476958448,Low
Scenario 25560,Country 33,357919.90820106387,14.710938691695898,Medium
Scenario 25561,Country 30,1823320.519797387,8.197508429188339,High
Scenario 25562,Country 6,1207681.0135309065,13.944306123769799,Medium
Scenario 25563,Country 43,4259189.946265162,22.943016893223017,Medium
Scenario 25564,Country 36,3630326.695139268,7.604127043997131,Low
Scenario 25565,Country 14,1656830.0184654577,17.476260000483325,Medium
Scenario 25566,Country 33,2403382.9863887797,8.201461875372795,Low
Scenario 25567,Country 10,378775.49116008345,13.542707422773432,High
Scenario 25568,Country 50,1260354.2643384263,16.836496714285147,Low
Scenario 25569,Country 12,4188880.250534191,9.269030430700646,Medium
Scenario 25570,Country 47,3860724.1439051265,7.553370249887474,Medium
Scenario 25571,Country 23,1257601.4946169383,17.47137273201286,High
Scenario 25572,Country 27,1781088.7645397745,18.664566650374667,Low
Scenario 25573,Country 28,4606372.6268435195,16.187006316555625,High
Scenario 25574,Country 21,3639807.3276554076,20.232233777535246,High
Scenario 25575,Country 6,3616002.705441235,10.609638133804317,High
Scenario 25576,Country 32,3393322.592581105,10.045727135671687,High
Scenario 25577,Country 24,4535503.262819325,7.464071841539819,Medium
Scenario 25578,Country 4,1320140.902832356,24.01947401714772,Low
Scenario 25579,Country 24,1521277.2927009491,13.962332558383926,Medium
Scenario 25580,Country 47,2235415.436204383,8.100645452741414,High
Scenario 25581,Country 41,559796.5813711497,22.914070279442612,High
Scenario 25582,Country 34,2454544.339169704,24.40882083651055,Low
Scenario 25583,Country 7,2867421.694692499,11.914062489690483,High
Scenario 25584,Country 7,1508651.6099216263,21.45180801893587,Medium
Scenario 25585,Country 35,3147991.3754438427,7.532888969405285,Low
Scenario 25586,Country 5,3117459.0708923293,16.795211397681378,Medium
Scenario 25587,Country 49,2558791.2429073295,22.974314662841742,High
Scenario 25588,Country 11,3200173.4550436963,23.917378707732606,High
Scenario 25589,Country 12,169312.32751879032,5.924739099268108,Low
Scenario 25590,Country 47,1565591.5109113208,6.635160690001665,High
Scenario 25591,Country 44,1168932.7526040985,13.890494883322582,Medium
Scenario 25592,Country 30,470339.52741480904,14.635328835367517,High
Scenario 25593,Country 42,3950941.5268235626,19.266727730143025,Medium
Scenario 25594,Country 5,1222103.2292257706,7.73652381130554,High
Scenario 25595,Country 48,1584348.1368588523,6.6253186845237995,Low
Scenario 25596,Country 14,3230581.779872041,23.225400189287114,Low
Scenario 25597,Country 43,2644627.6061662924,17.93098933952104,Medium
Scenario 25598,Country 25,1757920.3095471223,17.129194461522722,Low
Scenario 25599,Country 24,548900.2504386371,18.705095646691767,Medium
Scenario 25600,Country 25,3522779.8930719215,22.052370609857036,High
Scenario 25601,Country 16,3476084.7391026868,9.238917132827325,High
Scenario 25602,Country 26,497457.80231932306,7.795726043455089,High
Scenario 25603,Country 17,809742.4757604228,16.054079393885637,Medium
Scenario 25604,Country 46,129262.4569992643,8.3455539055256,High
Scenario 25605,Country 33,3614761.5375458603,11.762742708658552,High
Scenario 25606,Country 3,4953077.366489079,19.968653740236675,Medium
Scenario 25607,Country 47,2849122.3066922016,20.262023374069294,High
Scenario 25608,Country 40,3247580.9212534507,9.291451647206761,Medium
Scenario 25609,Country 2,925999.5187891106,7.9777224756652725,High
Scenario 25610,Country 21,1336248.1122613042,8.756866380178526,Low
Scenario 25611,Country 19,2628246.3898041965,16.309588225439256,Low
Scenario 25612,Country 20,1926536.2234901388,7.46661368608164,Medium
Scenario 25613,Country 38,2847922.8595461915,6.791496341944788,Low
Scenario 25614,Country 14,4952343.542820047,22.24242557679775,High
Scenario 25615,Country 12,3298187.1534355413,19.07923726498861,Low
Scenario 25616,Country 1,469535.4788483234,7.122751937264697,Medium
Scenario 25617,Country 29,2971290.440070176,17.77116965816655,High
Scenario 25618,Country 38,2150651.9392686766,23.945713845656474,High
Scenario 25619,Country 4,4989035.757405876,14.553369243900633,Medium
Scenario 25620,Country 24,1941529.1978690713,14.205667796283976,Low
Scenario 25621,Country 30,540922.1337486543,7.651775982132028,Low
Scenario 25622,Country 39,1912444.10324235,10.661985525085173,High
Scenario 25623,Country 40,363335.7981216364,5.02415836914087,Low
Scenario 25624,Country 43,2998711.9476506016,17.067806566035397,Medium
Scenario 25625,Country 16,2433691.0900229607,20.098561096901427,Low
Scenario 25626,Country 8,2021424.9388251,5.989462599736887,High
Scenario 25627,Country 30,316223.25478425436,18.735716353275585,Medium
Scenario 25628,Country 1,4666400.207814831,14.710825686655184,High
Scenario 25629,Country 5,4141254.7470808616,16.53872274424439,Low
Scenario 25630,Country 19,192711.84123465355,20.516401106189317,Low
Scenario 25631,Country 7,2437188.6039434844,24.97980093728781,High
Scenario 25632,Country 44,4968250.652098704,18.117347633800307,Medium
Scenario 25633,Country 39,4380016.480239055,9.621071650115711,Low
Scenario 25634,Country 6,2903723.3367463346,12.78895308978635,Low
Scenario 25635,Country 5,342325.3166280372,24.90211941500569,Low
Scenario 25636,Country 33,1221145.2229948882,22.703787151634348,Low
Scenario 25637,Country 44,535469.1406836763,10.348181093281958,Low
Scenario 25638,Country 25,3922930.777399978,24.658751933105453,High
Scenario 25639,Country 32,2233629.242784003,11.661819211871977,High
Scenario 25640,Country 42,2048044.9483592517,15.886566258714756,Low
Scenario 25641,Country 22,4504885.520894026,10.220070209531047,Medium
Scenario 25642,Country 44,4593814.592244288,11.38637552665811,High
Scenario 25643,Country 28,3953291.311951413,18.42487047536001,Low
Scenario 25644,Country 41,203979.07279433825,8.039634987234356,Low
Scenario 25645,Country 38,4903147.672912776,7.701134449462989,High
Scenario 25646,Country 39,197455.59177155182,23.243162812722108,Medium
Scenario 25647,Country 23,3115111.6502366196,9.27988900627653,Low
Scenario 25648,Country 22,2695825.7616335293,14.802564183605998,Low
Scenario 25649,Country 3,2618197.2246971386,8.45739381886704,High
Scenario 25650,Country 8,1993629.4003796587,12.863559307946467,Low
Scenario 25651,Country 32,3555784.756001267,20.12236255756769,Low
Scenario 25652,Country 36,1285448.7229045888,22.15114580711276,Medium
Scenario 25653,Country 37,1458379.2685207739,10.225380138855623,High
Scenario 25654,Country 49,3131846.796638197,10.121198434330159,High
Scenario 25655,Country 14,4248102.976411644,20.458167228533096,High
Scenario 25656,Country 35,1948926.1222551425,15.306918534665122,Medium
Scenario 25657,Country 23,1005491.996362385,22.50997691557056,Medium
Scenario 25658,Country 48,3691168.233710329,14.88457628603429,Medium
Scenario 25659,Country 18,607409.0477032702,20.249833537058137,High
Scenario 25660,Country 1,3631317.0631398372,8.611676440257519,Low
Scenario 25661,Country 15,4813206.8049458135,8.840905173847007,Low
Scenario 25662,Country 46,1809909.6000120481,19.395676980642058,Medium
Scenario 25663,Country 40,3562233.7888336303,6.155235519896866,Medium
Scenario 25664,Country 50,3426192.790775724,23.37279487620786,High
Scenario 25665,Country 38,4461288.2375815585,15.258510171839866,Medium
Scenario 25666,Country 7,1981572.2151816695,12.75220620003211,Medium
Scenario 25667,Country 50,2150839.3192611365,13.111722425658186,Low
Scenario 25668,Country 1,1324889.4599842739,12.072670080282924,High
Scenario 25669,Country 16,404762.4947898682,15.647594903095996,Low
Scenario 25670,Country 2,331888.7001089568,24.91171352192628,Medium
Scenario 25671,Country 17,4410022.053542595,21.786410499628964,High
Scenario 25672,Country 8,2221320.11161554,7.756882250584658,Low
Scenario 25673,Country 38,3076567.075506674,13.257494748188138,Low
Scenario 25674,Country 49,543180.1557816709,8.873937881104283,High
Scenario 25675,Country 34,3106338.459032428,5.525151881714869,Low
Scenario 25676,Country 40,345473.27873966494,22.90158004084841,Low
Scenario 25677,Country 28,3908356.9417694747,21.749272324581945,High
Scenario 25678,Country 3,4808284.246674579,24.37559456184693,High
Scenario 25679,Country 44,4877727.705560925,13.324932379078195,High
Scenario 25680,Country 48,4814262.113460353,19.37842424546392,High
Scenario 25681,Country 18,4034404.3463463816,23.10661290634164,Low
Scenario 25682,Country 48,3420201.380037745,21.430231042408142,High
Scenario 25683,Country 6,2931102.6675528246,10.604707008808141,Medium
Scenario 25684,Country 45,4821012.941279686,21.6914327115999,Medium
Scenario 25685,Country 26,2539295.1565637295,15.232050677158878,High
Scenario 25686,Country 49,2894287.864587904,18.190353953193483,Low
Scenario 25687,Country 4,4747553.543780436,23.054359728288944,Low
Scenario 25688,Country 47,1268404.5378564359,20.453076865357758,High
Scenario 25689,Country 29,1360732.3309901368,20.528242428967044,High
Scenario 25690,Country 17,1007628.3804682012,21.692284578219027,Medium
Scenario 25691,Country 44,3658744.6411450147,8.538913805254204,High
Scenario 25692,Country 32,1073885.256530245,13.970693423843501,High
Scenario 25693,Country 1,718543.0205152634,10.633223432464492,Low
Scenario 25694,Country 17,3836251.3765390688,10.837613936148951,Medium
Scenario 25695,Country 40,4494265.093475187,14.306172414743275,High
Scenario 25696,Country 28,3474958.738509707,19.39070658414812,High
Scenario 25697,Country 7,4988784.535322913,19.266588666737874,Medium
Scenario 25698,Country 9,2142434.7214171374,9.099740277715163,Low
Scenario 25699,Country 14,3477664.177033874,20.89487202541818,Low
Scenario 25700,Country 32,3367684.215509443,11.961410667931053,Medium
Scenario 25701,Country 9,4655534.700125922,23.374652332427807,Low
Scenario 25702,Country 28,4048333.2322447724,16.228039564282412,Low
Scenario 25703,Country 5,1633844.78949873,20.067072673176092,Medium
Scenario 25704,Country 38,2095749.118008086,22.333776216411643,Medium
Scenario 25705,Country 41,1723772.6810095531,21.902170686057623,Medium
Scenario 25706,Country 31,3549174.8129772046,21.822084718800873,Medium
Scenario 25707,Country 35,2444412.2667749496,15.158478468028617,Medium
Scenario 25708,Country 45,498012.8192540719,16.54663175981502,Low
Scenario 25709,Country 43,2494438.1090054177,14.175033298388131,Low
Scenario 25710,Country 22,3977362.7579370593,15.343887063308923,Low
Scenario 25711,Country 7,2741504.3486223184,5.22575724033755,Low
Scenario 25712,Country 40,594537.1727010531,14.999823416160126,High
Scenario 25713,Country 29,2715217.9582135687,12.439318894034592,Low
Scenario 25714,Country 28,1672016.059998942,17.72122019056566,Low
Scenario 25715,Country 42,754929.817261247,20.955281871969724,Low
Scenario 25716,Country 48,1944526.8807072474,16.35355574442443,Low
Scenario 25717,Country 38,3416396.2796113878,11.365116668832396,Low
Scenario 25718,Country 37,2129332.565715605,24.663972012391447,Medium
Scenario 25719,Country 27,1340738.2183668353,17.144891427358072,High
Scenario 25720,Country 47,1547961.8278573686,14.600575702507623,Medium
Scenario 25721,Country 42,463887.0123622709,5.91745537110842,Medium
Scenario 25722,Country 42,2160781.7810696876,21.81100949300778,High
Scenario 25723,Country 41,3372873.2146941605,10.686930243138361,Medium
Scenario 25724,Country 27,4548983.252653838,10.53197064155777,Low
Scenario 25725,Country 45,1720684.0436583024,10.771795338959544,Low
Scenario 25726,Country 2,2945609.5793728945,12.448686463004567,High
Scenario 25727,Country 13,3328185.9523333893,8.188829132420645,High
Scenario 25728,Country 28,2804558.747757618,18.86323582779862,High
Scenario 25729,Country 30,1657653.9500737858,19.799907058942832,Low
Scenario 25730,Country 44,2097591.983010362,14.913915107194033,Low
Scenario 25731,Country 28,2454414.3220764874,22.156208185532755,Medium
Scenario 25732,Country 20,2575705.957560504,21.613132975056782,Medium
Scenario 25733,Country 28,3351617.9447016134,11.984863238762088,Low
Scenario 25734,Country 32,518124.8924205878,20.920480068041165,High
Scenario 25735,Country 10,4635614.313969529,10.622400024187002,Medium
Scenario 25736,Country 45,433411.83193761436,22.222569423095152,Low
Scenario 25737,Country 10,3313876.7377664573,5.332147367681108,Medium
Scenario 25738,Country 15,1716747.1350773682,8.948763174757143,Low
Scenario 25739,Country 2,907471.8734895509,16.05562756067665,High
Scenario 25740,Country 7,705633.9502049583,18.74956408073463,Low
Scenario 25741,Country 15,3797770.7129648845,12.683295915470387,Low
Scenario 25742,Country 26,2086596.47306588,8.030249076385259,Medium
Scenario 25743,Country 13,2408994.1939056967,11.098528941184432,High
Scenario 25744,Country 9,1654687.5870588783,15.433096235260606,High
Scenario 25745,Country 12,767503.0850308669,6.038534463942973,High
Scenario 25746,Country 29,4459497.977717572,17.103215288207647,Medium
Scenario 25747,Country 34,2035202.6438704252,5.794032415777519,Medium
Scenario 25748,Country 38,4903794.767311888,12.769150350579713,Medium
Scenario 25749,Country 37,4933258.062311983,19.96636134662687,Low
Scenario 25750,Country 6,3189254.8600102747,22.85952616332952,Medium
Scenario 25751,Country 19,4556813.5055126045,9.800251955713026,Low
Scenario 25752,Country 27,4465825.168990859,9.980932856289332,Medium
Scenario 25753,Country 12,1941838.12371761,20.720591160200037,High
Scenario 25754,Country 2,939052.3229294035,23.177391790840943,Low
Scenario 25755,Country 15,4531128.246288949,10.956041154072365,Medium
Scenario 25756,Country 4,3765045.9767103577,7.8672275433533585,Low
Scenario 25757,Country 32,1785000.7351835046,14.757634202096039,Medium
Scenario 25758,Country 43,604020.5056303451,20.62814328769635,Low
Scenario 25759,Country 38,2839749.7798029864,11.49337684188328,High
Scenario 25760,Country 49,3107338.9890139224,7.541649133846837,Low
Scenario 25761,Country 16,2321625.0347232413,11.255159402503551,Low
Scenario 25762,Country 36,792902.249581178,16.208034620655887,High
Scenario 25763,Country 43,389940.6173550358,17.59035150171654,High
Scenario 25764,Country 33,4896157.548331864,13.480192770638004,High
Scenario 25765,Country 14,3530278.09034714,11.170460032654297,Low
Scenario 25766,Country 3,2100628.9574744785,14.819699424863611,High
Scenario 25767,Country 13,1302931.3028992717,5.671439299628331,High
Scenario 25768,Country 10,1444184.6354216954,7.240473879517648,High
Scenario 25769,Country 12,224063.66302095877,16.25137169366112,Low
Scenario 25770,Country 2,1947489.462887237,21.901718784070287,High
Scenario 25771,Country 36,2483560.592347719,21.59164520952107,High
Scenario 25772,Country 30,2219047.8323289054,5.608476475577106,High
Scenario 25773,Country 21,4353776.963349053,17.546783421966474,Low
Scenario 25774,Country 9,4679418.023326058,7.109806009321044,Medium
Scenario 25775,Country 22,2951192.0797108295,18.399371297464004,Medium
Scenario 25776,Country 23,371329.0814101538,22.316582255100915,Medium
Scenario 25777,Country 16,4175698.5518453876,22.43235947530495,High
Scenario 25778,Country 19,4181567.9110750826,5.141645124427177,Medium
Scenario 25779,Country 36,141093.9136904931,22.943819345521103,Low
Scenario 25780,Country 19,2631650.1844494324,19.86913024284361,Medium
Scenario 25781,Country 25,2514711.665809371,17.553915553512354,Medium
Scenario 25782,Country 36,186452.55866407137,5.055617688283038,Low
Scenario 25783,Country 17,4041215.925474534,16.16864320141173,Low
Scenario 25784,Country 9,759871.4687394343,6.824414088406323,Low
Scenario 25785,Country 5,2146460.0827816008,8.230147080117668,High
Scenario 25786,Country 36,4447185.515052472,22.56352370858426,Low
Scenario 25787,Country 43,2418700.9424009887,21.312907748120193,Low
Scenario 25788,Country 40,2559162.7697729794,13.36035150497601,Medium
Scenario 25789,Country 16,210291.94543483108,16.927292054546122,Medium
Scenario 25790,Country 40,2885662.045692471,15.068156202266952,High
Scenario 25791,Country 33,2847029.984428901,6.755351397992753,Low
Scenario 25792,Country 31,1336225.2792203175,17.971024969112634,High
Scenario 25793,Country 22,4200153.113192201,11.321039187766742,Low
Scenario 25794,Country 10,2942071.802961446,24.40683245207112,High
Scenario 25795,Country 47,3262980.0829045055,8.443777793205982,High
Scenario 25796,Country 36,3426315.546233212,19.995826566408002,Low
Scenario 25797,Country 14,4239659.748965189,11.613110249086315,Low
Scenario 25798,Country 8,1385700.9578598097,23.70386154830973,Low
Scenario 25799,Country 43,1616725.0877428874,11.033197719801919,High
Scenario 25800,Country 36,3053385.398075516,7.481060162572142,High
Scenario 25801,Country 46,1906822.6921899412,5.2511510814703595,Medium
Scenario 25802,Country 47,2595943.036562357,5.566193403343043,High
Scenario 25803,Country 42,1745551.7932895594,22.9940650055135,Medium
Scenario 25804,Country 38,3176826.31818759,17.155612273833647,Low
Scenario 25805,Country 8,1843725.4976108863,15.151151387679658,Medium
Scenario 25806,Country 35,749718.6459521635,17.058088660259415,Medium
Scenario 25807,Country 31,3280084.2047814764,7.463356709589702,Low
Scenario 25808,Country 49,4568347.771236473,17.92047662112339,High
Scenario 25809,Country 18,240038.44321830702,8.754402073201357,High
Scenario 25810,Country 20,1780564.1383134467,23.93564489354215,Low
Scenario 25811,Country 41,1977868.204778252,19.394569594325983,Medium
Scenario 25812,Country 16,823470.2121918245,23.118709848814262,Low
Scenario 25813,Country 11,3470234.283157764,5.753034193539297,Medium
Scenario 25814,Country 31,1187244.948687588,10.032216613407037,High
Scenario 25815,Country 20,1879684.0522505583,9.447371857025704,Low
Scenario 25816,Country 28,2455401.2781823273,8.85729472338319,Low
Scenario 25817,Country 11,4531360.749603821,19.572978812491662,Low
Scenario 25818,Country 42,2681755.437756474,15.719966817892958,Medium
Scenario 25819,Country 39,447949.21069317224,24.56965876056953,High
Scenario 25820,Country 43,3233201.5494726957,10.149056798893845,High
Scenario 25821,Country 14,165341.44490786115,16.757808860038974,Medium
Scenario 25822,Country 8,540740.020675034,18.15060248558339,Medium
Scenario 25823,Country 24,3908557.7510557314,6.583501396930858,High
Scenario 25824,Country 11,4185215.5769563094,20.624469546951318,Medium
Scenario 25825,Country 46,673987.3713732131,21.925813414592177,High
Scenario 25826,Country 35,115214.40114358376,16.720778336358997,High
Scenario 25827,Country 28,4476168.311352171,7.9509149961318375,Medium
Scenario 25828,Country 46,1942863.3090456557,22.975794955635397,Low
Scenario 25829,Country 13,585784.8516854806,15.011944814250395,Low
Scenario 25830,Country 24,4279710.413853275,20.018323676311528,High
Scenario 25831,Country 2,3321553.166384592,24.55830457577,Low
Scenario 25832,Country 33,1159349.246107934,11.734110397605942,High
Scenario 25833,Country 3,4585825.314485414,9.018154107837614,Medium
Scenario 25834,Country 16,1531404.7126887876,5.856735797810626,High
Scenario 25835,Country 38,317819.52658275387,21.64483595279738,High
Scenario 25836,Country 7,4628156.983580867,13.154885843593682,High
Scenario 25837,Country 34,2430623.152247382,13.567242844813714,Low
Scenario 25838,Country 31,2200642.4615886547,23.51166286201917,Medium
Scenario 25839,Country 40,4767737.866794595,15.722153981556717,Low
Scenario 25840,Country 46,552604.9729528431,7.693902034224873,Medium
Scenario 25841,Country 42,2916655.231392347,5.078392151202575,Low
Scenario 25842,Country 45,4692812.564031588,11.910317344647755,Medium
Scenario 25843,Country 47,2026237.5587771118,19.152141108767335,Medium
Scenario 25844,Country 49,2236654.5333647956,22.32550664972599,Medium
Scenario 25845,Country 18,2004430.6504589692,9.013130194327722,High
Scenario 25846,Country 5,1642210.5022130182,14.158831648452319,Low
Scenario 25847,Country 19,2536850.168637434,10.025553058261456,Low
Scenario 25848,Country 37,907208.1860251657,14.502287379145242,Medium
Scenario 25849,Country 3,296102.354861725,13.80617374420408,Low
Scenario 25850,Country 2,4910400.929829918,9.983184280499195,Medium
Scenario 25851,Country 19,4477185.94917252,5.416762857614385,Low
Scenario 25852,Country 32,1988424.1701366573,11.279846408157566,Low
Scenario 25853,Country 20,3693482.00720727,19.294565074325764,Medium
Scenario 25854,Country 49,4133202.774585068,18.13806302396007,Medium
Scenario 25855,Country 28,3205411.1543642413,20.947688207002194,Medium
Scenario 25856,Country 17,2598329.2443603543,18.458192133626312,Medium
Scenario 25857,Country 5,2982455.0436196453,22.369257741447626,Low
Scenario 25858,Country 36,938703.4836640556,18.419533928327926,Low
Scenario 25859,Country 47,895854.868843918,18.982298657239184,High
Scenario 25860,Country 24,3825274.8484569523,19.313104485886047,Medium
Scenario 25861,Country 8,2802521.0726448395,24.385100135268246,High
Scenario 25862,Country 26,4064995.236961594,19.167404161634316,High
Scenario 25863,Country 18,2244420.9761283495,9.135230195804557,Medium
Scenario 25864,Country 43,1103877.692656478,5.045787091109972,High
Scenario 25865,Country 38,2400137.8215462193,6.3312353154450784,Medium
Scenario 25866,Country 18,3500980.3567042067,22.23870995182287,High
Scenario 25867,Country 3,2460270.497102711,19.31146828584872,Low
Scenario 25868,Country 35,3795538.1979462723,19.10661383971726,Medium
Scenario 25869,Country 30,3446325.2756448677,11.645264889677252,High
Scenario 25870,Country 27,2884161.076611547,9.938031665119752,Medium
Scenario 25871,Country 50,737238.5671889761,24.887951100633853,Low
Scenario 25872,Country 26,2180515.186814884,12.92206542717717,High
Scenario 25873,Country 33,2919618.048904739,14.843160411907261,High
Scenario 25874,Country 31,3099301.05460608,12.765834741746707,High
Scenario 25875,Country 30,2678353.4557587635,16.917459860903275,Low
Scenario 25876,Country 10,2017629.3996087553,21.19018666655369,High
Scenario 25877,Country 42,2390430.2227617144,21.857899696863715,High
Scenario 25878,Country 25,4321794.187049304,5.06462991158002,High
Scenario 25879,Country 6,4053987.18104111,22.56235028873084,Low
Scenario 25880,Country 1,3771728.1671662866,18.103729340961692,High
Scenario 25881,Country 25,3100815.770468084,17.986177829214377,Medium
Scenario 25882,Country 50,1440425.473098192,5.589702750339134,High
Scenario 25883,Country 15,1050380.7486999854,8.59681180900336,High
Scenario 25884,Country 26,2437452.66439099,17.81281929741297,Medium
Scenario 25885,Country 27,1234710.855430581,10.493281888350854,High
Scenario 25886,Country 46,3616462.342941541,12.315986664523944,High
Scenario 25887,Country 41,4836046.319244582,8.174271884264435,Low
Scenario 25888,Country 24,3545832.308314709,14.730285723906087,Medium
Scenario 25889,Country 10,1505297.896672391,21.29040445912058,High
Scenario 25890,Country 14,3580662.4247092046,11.530738705186746,Low
Scenario 25891,Country 39,3003700.915004936,21.17433296230753,High
Scenario 25892,Country 14,3975788.4036012813,14.280487094622123,Medium
Scenario 25893,Country 33,526927.1243389773,17.698945340803885,Low
Scenario 25894,Country 24,207258.33271783422,22.239235229265304,High
Scenario 25895,Country 22,3283422.777526148,17.53472838186717,Medium
Scenario 25896,Country 16,2459027.976581076,23.748463905794537,Medium
Scenario 25897,Country 9,2321489.2903807797,15.399549830114914,Low
Scenario 25898,Country 47,4116295.7560460777,24.058165004729595,High
Scenario 25899,Country 21,2260417.4167507584,9.224745712352998,High
Scenario 25900,Country 11,4959904.095857493,11.073089800507695,Low
Scenario 25901,Country 32,671091.9499902847,16.584884534073332,Low
Scenario 25902,Country 26,2146822.3109377315,13.086570412230628,Low
Scenario 25903,Country 20,1644879.397932965,6.527918767043445,Medium
Scenario 25904,Country 28,2028620.3171004723,21.416136669961098,Low
Scenario 25905,Country 9,1756473.320261192,17.985939460800406,Low
Scenario 25906,Country 2,1790869.166864091,13.778860007872584,Medium
Scenario 25907,Country 48,2972379.0451971274,7.830624539941162,Low
Scenario 25908,Country 42,4838957.710921581,21.796708325335313,Low
Scenario 25909,Country 43,1539558.7438184344,24.970123680526765,Medium
Scenario 25910,Country 42,2007293.1955271869,14.465779417274696,Medium
Scenario 25911,Country 23,3063427.927513068,7.133157561740777,High
Scenario 25912,Country 21,2761820.897355645,13.759897891404087,Low
Scenario 25913,Country 10,3373238.9265592443,8.680312356415623,High
Scenario 25914,Country 19,3491372.050773302,9.704610774620416,Medium
Scenario 25915,Country 6,1267438.395101148,24.729712658202182,Low
Scenario 25916,Country 18,1491253.1960423044,17.495491510541804,Low
Scenario 25917,Country 7,4055059.160681203,21.498334589565083,Low
Scenario 25918,Country 32,2178750.9504321064,24.68741141085851,Medium
Scenario 25919,Country 46,3346945.0662820707,17.01612125787857,Medium
Scenario 25920,Country 45,3018488.4161972315,11.051006400532257,High
Scenario 25921,Country 6,3893514.806586316,22.23700626176045,Low
Scenario 25922,Country 44,2372407.7581186397,10.670594320047403,High
Scenario 25923,Country 18,3756174.6715299906,7.412247627855455,Medium
Scenario 25924,Country 16,642994.3309049902,24.843229435269787,Low
Scenario 25925,Country 39,3285755.367195338,5.686118137930305,Low
Scenario 25926,Country 45,3424572.9428027044,18.12545833324179,Medium
Scenario 25927,Country 29,888685.8760986783,15.963802958822647,High
Scenario 25928,Country 14,862895.0608282937,17.43958788047364,Medium
Scenario 25929,Country 27,2304264.620675623,22.945014189951586,Low
Scenario 25930,Country 6,3970362.330466261,10.643059236689279,Low
Scenario 25931,Country 40,559141.4822026859,6.107732913784973,Medium
Scenario 25932,Country 46,1499598.5147079465,17.765360922343753,High
Scenario 25933,Country 21,3339468.199344828,6.339253217698737,Low
Scenario 25934,Country 4,1380667.9799126014,23.801937064679663,Medium
Scenario 25935,Country 31,3736662.9034773195,21.91930301157416,Medium
Scenario 25936,Country 17,4927962.918882101,15.198851393665223,Medium
Scenario 25937,Country 3,3997134.2003813037,13.354215607818176,Medium
Scenario 25938,Country 3,3919915.1664322396,23.02271454094206,Low
Scenario 25939,Country 12,1894018.7749976746,21.463824042380914,Medium
Scenario 25940,Country 6,1539762.274035523,8.248801679261481,High
Scenario 25941,Country 27,3608537.9463706184,6.887234729404936,High
Scenario 25942,Country 14,206761.05587475444,20.133965332356606,Medium
Scenario 25943,Country 40,540303.0025742913,11.051051505277886,Medium
Scenario 25944,Country 5,1474368.7239205758,9.503626237423815,Low
Scenario 25945,Country 28,1143264.0196297006,6.844266766787466,Low
Scenario 25946,Country 24,3693715.650938107,11.535393165955048,Medium
Scenario 25947,Country 10,1742649.5559324687,21.275124338683142,Medium
Scenario 25948,Country 45,3715798.9994097184,22.390018336908028,High
Scenario 25949,Country 8,2886360.682400316,22.83268177527393,Low
Scenario 25950,Country 9,4022649.926602577,7.906153721949021,Low
Scenario 25951,Country 37,472704.170425049,16.04938404405851,High
Scenario 25952,Country 2,3117588.51421453,17.02450166129885,High
Scenario 25953,Country 14,2931266.2409704397,22.990623136063153,Low
Scenario 25954,Country 24,727879.9871454929,14.187241846703152,Medium
Scenario 25955,Country 27,4232841.958219452,15.151925708091243,High
Scenario 25956,Country 16,2971204.8438100656,17.930607901927804,Medium
Scenario 25957,Country 37,3280869.6351246564,22.706472673222816,High
Scenario 25958,Country 3,4902247.93537244,20.02668485078151,Medium
Scenario 25959,Country 49,1790382.02940796,17.722039995129155,Low
Scenario 25960,Country 42,1555119.7555301148,10.885675613074861,High
Scenario 25961,Country 30,1996884.8736199262,18.13945113902581,High
Scenario 25962,Country 35,1412278.0091055909,22.14413653028729,High
Scenario 25963,Country 9,2424359.6965376413,16.562573622598073,High
Scenario 25964,Country 48,1021474.562716874,13.910608744116002,Low
Scenario 25965,Country 28,2728727.212576951,9.384363722936996,Low
Scenario 25966,Country 38,4966449.507163503,8.869453275077401,Medium
Scenario 25967,Country 40,1764003.876634306,19.10922476710863,Low
Scenario 25968,Country 36,937516.9643547486,6.268145162931664,Low
Scenario 25969,Country 22,1096635.4272022592,5.486876890313459,High
Scenario 25970,Country 4,3951261.1095852195,5.834464332689682,Medium
Scenario 25971,Country 50,289112.09139724384,14.698511918098609,High
Scenario 25972,Country 47,4344519.422549087,12.363414557558185,Low
Scenario 25973,Country 12,2379849.4108208874,11.605255711111639,High
Scenario 25974,Country 21,3101439.922215546,13.168209867763697,Medium
Scenario 25975,Country 23,1570451.137605478,15.506686734065172,Low
Scenario 25976,Country 49,367698.0254268386,7.662834815996118,High
