Country,Risk_Type,Risk_Level,Impact_Score
Country 15,Political,Medium,2.789354745137328
Country 19,Regulatory,Medium,2.3779607487178276
Country 5,Political,Low,2.3260631318709737
Country 13,Social,Low,2.6978647027766893
Country 5,Regulatory,Medium,3.2169120889076943
Country 50,Social,Medium,3.591559653220534
Country 9,Regulatory,High,2.836247317562152
Country 33,Environmental,Medium,4.224024641697051
Country 20,Regulatory,High,2.912492967011863
Country 22,Political,Medium,1.0471570973168935
Country 20,Regulatory,Low,1.4276849987098008
Country 25,Environmental,Low,4.207887110246043
Country 34,Social,High,1.5560598389494724
Country 42,Social,High,3.6110408812776416
Country 10,Political,Medium,1.1219205129942966
Country 33,Political,High,3.5474338004754573
Country 3,Environmental,Medium,4.574042004264125
Country 12,Economic,High,3.884038618810881
Country 21,Regulatory,High,1.2065102209378855
Country 39,Economic,Low,4.710305012057333
Country 13,Economic,Low,2.6454580052287437
Country 41,Social,Low,2.4603789979766884
Country 45,Political,Low,4.308923143218335
Country 35,Political,Low,1.0009086232229634
Country 4,Social,Medium,3.8368760318877366
Country 36,Regulatory,Medium,4.13176752894223
Country 7,Environmental,Low,1.4755230501556564
Country 16,Social,High,2.8524217355136847
Country 29,Political,Low,3.70771386789042
Country 25,Social,Low,1.3515000313657555
Country 19,Social,High,2.3883771186471163
Country 33,Social,Low,1.295323325802487
Country 44,Social,Low,1.8082437643834441
Country 41,Economic,Low,1.2476612514539158
Country 37,Environmental,High,4.548257748518297
Country 3,Environmental,Medium,1.1739798916420536
Country 10,Political,Low,4.34714372049082
Country 44,Regulatory,Low,3.3814881295216064
Country 11,Environmental,Medium,1.565673422312714
Country 19,Economic,High,4.774658251133788
Country 47,Regulatory,High,4.419433275911963
Country 5,Environmental,High,2.4041412679401035
Country 26,Environmental,Low,1.9160807505356106
Country 41,Environmental,Medium,1.8043707272319782
Country 28,Regulatory,High,2.031869766306583
Country 36,Regulatory,Medium,1.0298378933338768
Country 25,Political,High,4.280898275343357
Country 2,Regulatory,Medium,3.4000652671304787
Country 22,Regulatory,Low,3.1421386405435277
Country 19,Social,Low,3.365033423928507
Country 1,Regulatory,Low,2.9639965778875648
Country 20,Political,High,2.0353554186301164
Country 41,Economic,Low,2.0346755893638084
Country 29,Economic,High,1.0302941496200853
Country 10,Environmental,High,2.750914364124096
Country 20,Environmental,Medium,2.042708949275126
Country 18,Economic,High,2.1449593148501886
Country 3,Regulatory,High,2.6737758192187453
Country 43,Regulatory,High,1.236085800113135
Country 9,Environmental,Medium,3.6018621957757286
Country 12,Social,Medium,4.909132904643565
Country 18,Economic,Low,2.67533322356335
Country 23,Environmental,Low,4.041834704130981
Country 19,Political,Medium,3.4216070866333608
Country 42,Regulatory,Medium,3.8221059000193507
Country 33,Social,Low,2.895334632956242
Country 48,Economic,Medium,2.9417556743514757
Country 28,Regulatory,High,2.5478155685591086
Country 22,Economic,Medium,3.8986620528927194
Country 23,Political,High,1.4437997763073112
Country 31,Economic,High,2.1999385473221857
Country 41,Economic,High,4.06276025335276
Country 37,Social,High,4.424581366861615
Country 16,Economic,Low,3.102759210982924
Country 35,Regulatory,High,3.510457603001375
Country 28,Political,Medium,3.156362988546074
Country 44,Regulatory,Medium,1.842675982051937
Country 27,Political,Medium,2.0769502498283705
Country 50,Economic,Medium,3.276459926207806
Country 22,Economic,High,1.5016722939589542
Country 14,Regulatory,Medium,2.9864695749300254
Country 5,Regulatory,Medium,1.6206261490720912
Country 19,Social,Low,3.4233467226703924
Country 48,Regulatory,High,4.031134297656272
Country 4,Environmental,Medium,3.9306662023265297
Country 4,Economic,High,4.318884330644384
Country 17,Social,High,1.268402674896405
Country 29,Social,Medium,3.81585330401127
Country 23,Social,Low,1.2715202583106242
Country 31,Social,Low,3.628940418123595
Country 34,Regulatory,High,1.2545286110922573
Country 45,Political,High,4.520397530219356
Country 5,Social,Low,4.573361696141638
Country 27,Social,High,2.443645890002574
Country 36,Environmental,High,4.822063035751366
Country 40,Economic,Low,1.9573546589702322
Country 6,Economic,High,3.9312795412066572
Country 33,Environmental,Low,4.03551383496532
Country 47,Economic,Medium,1.875092879875143
Country 47,Environmental,Low,4.112678820456445
Country 37,Economic,Low,3.049047859502338
Country 15,Economic,High,3.492920082198899
Country 31,Political,Medium,4.483023551197345
Country 26,Regulatory,Low,1.894624187262509
Country 46,Economic,Medium,4.569213955612112
Country 10,Economic,High,3.333528315628564
Country 30,Social,Medium,4.443195846906162
Country 1,Economic,Medium,4.868774801751543
Country 26,Regulatory,High,4.276069693243783
Country 41,Regulatory,Low,4.0670616748548385
Country 2,Regulatory,High,3.678885809631842
Country 47,Environmental,High,1.5880002183795598
Country 27,Economic,Low,2.2496072227045727
Country 29,Political,High,4.242316934996084
Country 18,Political,High,2.7116309253946267
Country 47,Political,Low,4.404455145688901
Country 3,Social,Medium,1.9985179269932267
Country 27,Regulatory,Low,1.8973968770003649
Country 43,Economic,High,1.2513500610637802
Country 30,Political,Low,2.63089514574794
Country 34,Social,High,4.132190594732245
Country 28,Regulatory,Low,4.857149598407947
Country 31,Political,Medium,2.2486336421359967
Country 43,Social,Medium,3.270960488809165
Country 48,Economic,Low,2.9113177014335228
Country 25,Political,High,3.033071441887981
Country 28,Social,Low,4.484699212759414
Country 1,Economic,Low,1.6735418096932295
Country 44,Environmental,Medium,1.6253793237284913
Country 33,Economic,Low,3.0670417442126694
Country 37,Social,Medium,4.761095217653087
Country 2,Regulatory,Medium,3.8587132520723126
Country 14,Political,Low,3.926950143058277
Country 3,Environmental,High,2.0323467266861663
Country 21,Regulatory,Low,4.435790528124915
Country 43,Regulatory,Medium,3.3202219398184063
Country 12,Political,Low,1.187910482694162
Country 1,Social,Medium,4.015023876944673
Country 27,Economic,High,3.912874235427864
Country 11,Social,Medium,2.24380288674628
Country 16,Social,Low,4.146739758300695
Country 18,Environmental,High,1.775019554334976
Country 11,Political,High,2.2325591384249366
Country 31,Regulatory,High,4.702004062600069
Country 50,Environmental,Low,3.9378724633856463
Country 7,Social,Low,3.5371837941971984
Country 19,Social,Low,2.1188862356654035
Country 23,Political,Medium,1.205538186895426
Country 47,Economic,High,4.703891833376371
Country 17,Political,Low,1.3562526914913375
Country 3,Social,Medium,2.9912555312097964
Country 27,Economic,Medium,2.8083652585836845
Country 7,Political,High,2.2381392353634095
Country 5,Environmental,Low,3.438755770021212
Country 29,Political,High,1.8509475077482143
Country 29,Political,Low,1.3533939456171185
Country 23,Environmental,High,1.0471155268777101
Country 38,Regulatory,Low,1.7744430127803836
Country 19,Economic,Low,1.0043787202840662
Country 43,Social,Medium,1.2846295271427262
Country 38,Social,Low,1.5426951119997518
Country 9,Economic,High,3.50159603066302
Country 49,Regulatory,High,4.068816989960213
Country 17,Economic,High,4.866998545521569
Country 30,Political,Low,4.4444466483059735
Country 42,Economic,Medium,1.204539460659002
Country 20,Economic,Medium,4.521778179110207
Country 36,Environmental,Low,2.535163943171823
Country 3,Political,Medium,1.9564890944806304
Country 50,Regulatory,High,4.100347791680338
Country 41,Regulatory,Medium,4.11728793884095
Country 15,Economic,Low,1.749233441416917
Country 21,Environmental,High,1.0859547830428853
Country 46,Regulatory,Low,4.869437133266894
Country 47,Environmental,Medium,3.9323129867392757
Country 18,Environmental,Medium,3.078799616337062
Country 14,Political,Medium,3.2684159988848505
Country 2,Social,Medium,4.048732942945216
Country 24,Political,Low,4.711596144757271
Country 4,Regulatory,Low,2.7418960609051872
Country 47,Regulatory,High,1.6360819852050508
Country 44,Regulatory,Medium,2.273193689052734
Country 34,Political,High,3.9364503398584154
Country 9,Political,Low,4.579532161903915
Country 17,Political,High,2.6674638712414107
Country 45,Social,Low,3.0727004857165383
Country 23,Economic,Medium,3.90581516531339
Country 43,Social,High,3.070259691824442
Country 23,Environmental,Medium,3.95783129559556
Country 34,Social,Low,2.0376903533097264
Country 9,Regulatory,Medium,3.863397101921432
Country 46,Environmental,Low,4.08454218249828
Country 27,Social,High,1.1659534017786974
Country 43,Environmental,Medium,2.621567603497735
Country 6,Political,High,3.729867123889189
Country 1,Political,High,3.9500758616662917
Country 19,Environmental,Medium,3.7323224420679924
Country 24,Economic,Medium,1.6694275525812299
Country 11,Environmental,Low,3.0450527541561665
Country 27,Environmental,High,4.283616305454575
Country 3,Environmental,Medium,2.791798682934495
Country 21,Regulatory,High,2.376541163951575
Country 37,Regulatory,Medium,4.332176854873903
Country 20,Social,High,4.807383625533873
Country 45,Social,Medium,3.8815783321040485
Country 5,Political,Low,4.927259981257553
Country 12,Political,Low,1.7440000905143487
Country 41,Environmental,High,2.969364456725264
Country 48,Environmental,Low,4.72134637618905
Country 2,Environmental,Low,1.3237020474262837
Country 22,Social,Low,3.959537131408021
Country 46,Environmental,High,1.9260328555195438
Country 17,Economic,High,3.9103269678515282
Country 2,Environmental,High,1.6024904979588341
Country 31,Political,Low,2.835455182342491
Country 38,Social,Medium,1.3697143579628435
Country 30,Economic,Medium,3.3143459157973334
Country 50,Regulatory,High,2.3804243266873697
Country 29,Political,Medium,3.0287353650325493
Country 11,Regulatory,Low,3.3384425323945486
Country 29,Environmental,High,4.538639857522748
Country 46,Social,High,1.4250049846647483
Country 22,Social,Low,3.604958396843289
Country 9,Economic,Medium,1.9504877305666106
Country 49,Social,High,1.4209859579277784
Country 11,Environmental,High,2.8678929536136613
Country 37,Social,High,4.666059734510889
Country 1,Regulatory,Medium,1.8591424082503623
Country 9,Political,High,3.5440126111032355
Country 20,Social,Low,2.8703051489113935
Country 49,Economic,Medium,3.231582526790388
Country 23,Regulatory,High,3.1638653472455958
Country 4,Regulatory,Medium,2.8181500461110467
Country 27,Political,High,4.523796606037413
Country 46,Political,Medium,1.967550825006624
Country 50,Regulatory,High,3.962363179942138
Country 27,Political,Medium,1.3649407271199805
Country 45,Social,High,4.511314733054428
Country 44,Environmental,High,4.941837271590494
Country 6,Environmental,High,3.4227981212822645
Country 44,Economic,Low,1.4259673315326467
Country 49,Social,Low,1.4006540788796151
Country 18,Regulatory,Low,3.728447688103901
Country 29,Political,Medium,2.293357442737609
Country 24,Economic,Medium,1.158864077906713
Country 2,Regulatory,Medium,3.4071293976649817
Country 19,Economic,Low,3.5973636037372505
Country 24,Political,Medium,1.595037526550255
Country 43,Environmental,High,4.556872745344451
Country 36,Political,Low,1.7793949493857104
Country 6,Political,High,2.3179483900802964
Country 32,Social,Medium,3.8467737858207873
Country 27,Political,High,4.4894310916291635
Country 18,Environmental,Medium,4.347675309129253
Country 7,Economic,Low,4.901623710033954
Country 43,Social,High,4.273818646915702
Country 28,Regulatory,High,1.0443273503638961
Country 48,Economic,Medium,4.593486335333365
Country 8,Environmental,High,3.0067895368152526
Country 45,Regulatory,Low,3.8470494179442376
Country 12,Environmental,Low,3.990072033283163
Country 39,Political,Low,2.327687431187448
Country 33,Social,Medium,3.566999527879254
Country 10,Social,Medium,1.1703754816856469
Country 10,Environmental,Medium,1.725586472815357
Country 30,Social,Medium,1.6263790791600496
Country 13,Social,High,3.0167431167113494
Country 50,Environmental,High,2.458694342119971
Country 19,Political,High,1.8915106454412727
Country 38,Environmental,High,4.155525829675833
Country 29,Environmental,High,4.8996196791190485
Country 50,Economic,Low,2.326287103682959
Country 25,Political,Low,4.841768622740291
Country 50,Economic,Medium,2.650149107732229
Country 34,Economic,Low,3.0983196549213643
Country 5,Regulatory,Low,3.705930076429128
Country 1,Regulatory,Low,2.4231660414700977
Country 25,Political,Low,2.585121300208286
Country 19,Regulatory,Medium,2.7359084501389637
Country 10,Social,Medium,2.6905166534697185
Country 1,Economic,Low,4.125336836440811
Country 29,Environmental,Low,1.0705090499392096
Country 41,Environmental,Low,2.0420640785363675
Country 13,Political,Medium,2.1312449158200426
Country 49,Social,High,3.8091905565857664
Country 32,Environmental,Low,1.4623109788162822
Country 18,Social,Medium,2.995848927583808
Country 5,Economic,Medium,4.874882485887001
Country 7,Political,Low,4.918722749418521
Country 13,Political,High,3.776823296135193
Country 38,Political,High,4.510710426347264
Country 3,Social,High,1.6075835911729004
Country 16,Environmental,Low,4.9803120205130735
Country 34,Political,High,3.4458703246286557
Country 34,Political,High,2.908526139242508
Country 24,Environmental,High,2.4945068946479
Country 22,Regulatory,Low,1.2203612122713894
Country 4,Social,Low,4.658934849909144
Country 22,Economic,Medium,2.7094418800318096
Country 50,Economic,High,2.0637622620478315
Country 3,Social,Low,1.7589286376467497
Country 14,Environmental,Low,4.5872560507414075
Country 32,Social,High,3.9260253822613653
Country 35,Political,High,4.421672161706425
Country 16,Economic,High,3.1402859406784898
Country 3,Regulatory,High,2.4107369477676746
Country 48,Environmental,High,1.2964974350732072
Country 19,Environmental,Low,3.512618387440653
Country 8,Regulatory,Low,2.0192534455350724
Country 42,Environmental,Low,2.61843852628651
Country 21,Environmental,Medium,1.2246429719615328
Country 37,Political,Medium,3.6360203551139465
Country 9,Regulatory,Low,2.646785041797343
Country 8,Regulatory,Low,3.6482264963838773
Country 2,Regulatory,Medium,4.377580905221701
Country 41,Economic,High,2.416961822172881
Country 48,Environmental,High,1.9272171120237078
Country 40,Economic,Medium,3.618670002551167
Country 49,Social,Medium,2.8838149687254044
Country 11,Social,Low,3.9567467752397247
Country 3,Political,Low,2.578469128067006
Country 6,Environmental,Medium,1.713103927364981
Country 22,Regulatory,High,3.245815037390262
Country 20,Social,Medium,1.9560846138165453
Country 45,Economic,Medium,2.854244788554112
Country 43,Political,High,2.228365559776243
Country 47,Economic,Medium,3.933796470966238
Country 33,Political,High,1.6309688320348337
Country 10,Economic,Low,3.63819516666868
Country 47,Political,High,2.332536897299094
Country 47,Environmental,Low,4.889422648593543
Country 1,Regulatory,Low,2.1455327568291076
Country 16,Social,High,1.294540546008843
Country 30,Regulatory,High,3.6192002191232135
Country 32,Economic,Medium,3.4865408350377036
Country 32,Social,High,4.8197058159800275
Country 7,Social,High,3.688521504955241
Country 40,Political,Low,3.7634080107479035
Country 19,Social,Low,4.097412533547574
Country 26,Social,Medium,4.976849603504837
Country 8,Political,Low,2.163332999535974
Country 30,Regulatory,Medium,3.1673465640446157
Country 28,Economic,Medium,4.949720286233078
Country 13,Social,Low,1.9393609724526035
Country 23,Regulatory,Medium,2.7926906798041915
Country 1,Social,Medium,4.7038088786815475
Country 13,Political,Low,4.252578841328171
Country 43,Environmental,High,4.524316613115385
Country 30,Regulatory,Low,1.459072191617374
Country 2,Environmental,High,1.6572618422184702
Country 12,Social,High,4.656207193610811
Country 43,Economic,High,4.075163406676998
Country 41,Regulatory,High,1.744367215421279
Country 2,Regulatory,Low,1.1101502535356804
Country 46,Social,High,2.0003512335084928
Country 48,Economic,Low,2.511425122531166
Country 42,Social,Medium,2.019692494767433
Country 34,Regulatory,High,2.9305646012644253
Country 1,Economic,High,2.4926406801025354
Country 27,Social,High,2.8735117572880724
Country 24,Social,Low,4.884166563994604
Country 3,Social,High,1.776971045803446
Country 28,Environmental,Low,4.917270178517153
Country 2,Political,Low,4.797386822123775
Country 9,Regulatory,Medium,4.386220735454907
Country 46,Regulatory,Medium,4.1614869057822235
Country 17,Environmental,Low,2.5835459119717883
Country 34,Economic,Low,4.977909738550886
Country 18,Regulatory,High,2.1176775723367087
Country 27,Political,Medium,1.4536550280542486
Country 3,Regulatory,High,3.2092442867478677
Country 44,Social,Medium,2.337993679042036
Country 34,Environmental,Medium,2.997928411790093
Country 15,Social,Medium,2.5055383135516425
Country 2,Regulatory,Medium,1.7792519291752784
Country 33,Environmental,Medium,2.5545133187914404
Country 34,Political,Low,2.14141328076612
Country 47,Regulatory,High,4.512825679443764
Country 27,Social,Medium,3.0490361815506986
Country 38,Economic,High,1.3213217952111842
Country 19,Social,High,2.7934491243751163
Country 4,Social,High,3.566529604939396
Country 12,Economic,Low,2.6367998838846725
Country 44,Regulatory,Low,4.6283323544484745
Country 34,Political,Low,4.80148696895861
Country 34,Regulatory,Medium,4.75943366325066
Country 38,Regulatory,Medium,4.841976608492883
Country 30,Social,Medium,3.3517644450390156
Country 25,Political,Medium,3.9785589653293836
Country 2,Regulatory,Medium,3.8881860833502166
Country 39,Political,Low,1.0649864028068499
Country 39,Political,Medium,1.3005728593771617
Country 12,Economic,Low,1.7117408595128114
Country 16,Environmental,Low,4.774187235403705
Country 46,Regulatory,Low,4.657987286288554
Country 38,Regulatory,Low,3.567285826311015
Country 25,Environmental,Low,3.5375226553720025
Country 27,Environmental,High,1.6183066140489113
Country 36,Social,Medium,1.343852376106757
Country 28,Environmental,Low,4.269487135760009
Country 16,Regulatory,Low,2.952995908581618
Country 39,Environmental,High,2.771420452796637
Country 6,Political,High,2.9575688754663094
Country 38,Political,Low,1.4173637787883981
Country 3,Economic,Low,4.220714808040526
Country 40,Social,Low,1.477946991807367
Country 44,Environmental,Medium,3.6003329788655867
Country 23,Regulatory,Medium,1.5475417528319126
Country 9,Social,Low,4.756853971801916
Country 18,Political,High,1.8473995359100668
Country 14,Economic,Low,4.803437759380381
Country 41,Social,Low,3.4985317895538004
Country 12,Economic,High,3.705501092550043
Country 34,Environmental,Low,3.295082675392042
Country 42,Social,Low,4.90393717994174
Country 48,Social,Low,1.1180846921894725
Country 45,Environmental,Medium,1.8426617243298287
Country 27,Regulatory,Medium,1.3588981640716735
Country 22,Environmental,Low,4.167259928545958
Country 8,Economic,Low,4.8259379433218825
Country 14,Political,Medium,4.898773143306588
Country 38,Regulatory,High,4.2030303010576215
Country 34,Regulatory,High,3.963091477966043
Country 8,Regulatory,Low,1.9309231913825853
Country 28,Regulatory,Low,3.9019402978791784
Country 17,Regulatory,Low,1.7508166381116252
Country 37,Economic,Low,1.8150376279757894
Country 31,Economic,Medium,1.9192968809481532
Country 15,Regulatory,Medium,4.4628836536341385
Country 6,Economic,Medium,2.5914825313592407
Country 45,Political,High,3.7106478953504816
Country 1,Economic,Medium,1.7905601458264289
Country 14,Environmental,Low,3.3688221897366804
Country 46,Political,Low,3.232078677884417
Country 26,Environmental,Medium,2.126523136248554
Country 5,Political,Low,2.8924551503706666
Country 4,Environmental,Low,3.566023304423737
Country 50,Political,Low,2.876450680330563
Country 22,Political,Low,3.8781280305918457
Country 12,Regulatory,Medium,4.209984183979795
Country 32,Economic,High,1.9580596791443452
Country 46,Economic,Medium,1.7329086029590948
Country 12,Environmental,Low,2.1442358463844315
Country 6,Environmental,Medium,1.299076281872285
Country 15,Regulatory,Medium,1.6361476221735098
Country 49,Political,High,2.9265554289270765
Country 49,Social,Medium,2.007555452832155
Country 15,Political,Medium,3.7791730615677093
Country 39,Social,Low,1.3821751154263602
Country 29,Economic,Low,2.1215602973528753
Country 45,Regulatory,Medium,1.7364625452775515
Country 3,Political,Medium,1.786250133307361
Country 38,Regulatory,Low,1.4647918420742778
Country 36,Economic,Low,1.5884600860914384
Country 47,Political,Medium,2.2060350922904965
Country 5,Environmental,High,4.562837256764714
Country 49,Economic,Medium,2.244573717367469
Country 30,Political,Medium,4.3525211094741705
Country 32,Regulatory,Low,3.677333986857319
Country 37,Social,Low,4.631847633435273
Country 33,Political,Low,1.9782500003909713
Country 1,Regulatory,High,2.6405598251221387
Country 30,Economic,Medium,3.0652850442907456
Country 43,Economic,Low,1.6147695314679438
Country 11,Environmental,Medium,1.0848959540763614
Country 7,Regulatory,Low,2.7235786649381133
Country 23,Economic,Medium,3.6077767625423403
Country 15,Environmental,Low,2.18695748271003
Country 13,Political,High,3.7286811023844777
Country 1,Political,Low,4.569345349493644
Country 8,Social,Low,2.40541658319118
Country 37,Social,Low,4.107543537399389
Country 15,Regulatory,High,2.125632729031816
Country 27,Regulatory,Low,4.503198815036855
Country 46,Environmental,Low,2.460558670615532
Country 4,Social,Low,3.6434892774451426
Country 45,Economic,High,2.4069848428127014
Country 21,Environmental,Medium,2.7951969246180832
Country 40,Social,Low,1.0519286466678608
Country 37,Social,Low,2.9952646515185117
Country 30,Political,Low,4.273240876413573
Country 41,Environmental,Low,3.8275060715390508
Country 15,Environmental,Low,4.961739476639471
Country 38,Economic,Medium,1.8229101526253064
Country 25,Environmental,High,2.202604532130394
Country 21,Social,Medium,2.587896475038803
Country 36,Regulatory,Low,2.680652811006941
Country 27,Regulatory,High,4.233265556620724
Country 38,Economic,High,3.9297195617560456
Country 22,Political,Low,4.406056602321324
Country 49,Political,High,1.5737347224719005
Country 15,Political,Medium,2.260062442920206
Country 23,Social,Medium,1.2479124828472719
Country 14,Environmental,Medium,1.525040733510628
Country 28,Political,Medium,4.090359115950889
Country 39,Environmental,Low,1.2960491537616972
Country 2,Social,High,4.849841966596654
Country 9,Environmental,High,4.902604845207392
Country 40,Economic,High,2.8829828448726342
Country 13,Economic,Low,3.561756523903845
Country 2,Political,Medium,2.617792750598406
Country 26,Economic,Medium,1.2647793399776512
Country 16,Environmental,Low,4.4606536903712914
Country 4,Economic,Low,1.5868041542304852
Country 50,Environmental,Low,4.950413806602853
Country 5,Political,Low,1.4943528515012487
Country 8,Political,Low,1.6109103244752312
Country 10,Political,High,1.141122463475321
Country 43,Social,High,3.921638339708147
Country 50,Environmental,Medium,3.4804358250129708
Country 45,Regulatory,Low,1.6946718503693385
Country 11,Environmental,High,2.2633907899244634
Country 21,Social,Low,3.566326181044694
Country 45,Regulatory,Medium,4.927783409976788
Country 50,Social,High,4.169522809900082
Country 1,Economic,Medium,3.0707529155050253
Country 15,Regulatory,Medium,1.3124422682348857
Country 29,Social,High,3.233882226878576
Country 50,Social,Medium,1.503053368612406
Country 47,Economic,Medium,3.063914293984685
Country 15,Political,High,4.516934481920806
Country 8,Social,Medium,2.35356667842714
Country 9,Regulatory,High,3.3255082057054945
Country 28,Political,Low,4.692502753256223
Country 33,Social,Medium,4.782078623868422
Country 50,Economic,Low,3.178672322630015
Country 19,Political,High,4.951360119973483
Country 11,Economic,High,4.982963312743097
Country 40,Economic,Medium,3.7662570335222134
Country 36,Economic,Low,4.115044849704895
Country 29,Social,Low,4.469521214179123
Country 3,Environmental,High,4.657188895936354
Country 26,Environmental,High,1.5840872141628428
Country 4,Regulatory,Medium,3.3027550742892284
Country 38,Environmental,High,3.5924440397631585
Country 20,Economic,High,3.4362001401779314
Country 33,Political,Medium,4.930913361982355
Country 5,Social,Low,1.244979306665015
Country 47,Environmental,High,3.2637958136433456
Country 24,Regulatory,Medium,2.851353559056769
Country 12,Social,High,3.8184974357072687
Country 26,Economic,High,3.274635857872537
Country 41,Political,High,4.403575930789058
Country 37,Political,Medium,2.287007514647203
Country 22,Political,Low,2.1894573971186704
Country 5,Regulatory,High,2.982695626289339
Country 42,Environmental,High,4.858993167484126
Country 1,Environmental,Low,3.686747709612507
Country 17,Regulatory,Medium,2.0026933415269528
Country 44,Social,Medium,3.740357886962633
Country 42,Social,High,3.9496594334241015
Country 46,Political,High,2.104858742182065
Country 26,Political,Medium,1.9493894348552976
Country 41,Economic,Low,1.391027683433256
Country 2,Social,Low,4.858239357121516
Country 17,Regulatory,Low,3.052193751726238
Country 28,Environmental,Low,3.44054371345558
Country 33,Regulatory,High,3.9166242221502845
Country 44,Environmental,Medium,2.0995397073490905
Country 9,Social,High,2.0793736659795448
Country 32,Regulatory,High,1.1063309568108952
Country 45,Social,Low,1.642900338377598
Country 5,Environmental,Medium,4.634350800332381
Country 16,Regulatory,Low,2.813775462143529
Country 41,Environmental,High,1.6849566965688836
Country 10,Environmental,Low,4.906286912078663
Country 49,Regulatory,Low,1.0743151503096198
Country 13,Economic,Medium,1.0838186840868405
Country 8,Regulatory,Medium,2.5227405522618542
Country 42,Economic,Medium,3.275309873782478
Country 38,Regulatory,Medium,3.3470464693481494
Country 38,Economic,Low,4.133498814603084
Country 25,Economic,Low,4.263319602820116
Country 35,Regulatory,High,2.7000565921821553
Country 3,Economic,Medium,4.445548605008604
Country 24,Social,High,3.223422123379273
Country 43,Political,High,4.143411204707212
Country 25,Economic,High,4.882284369185664
Country 21,Environmental,Medium,4.442478447982602
Country 46,Regulatory,High,2.192369532648456
Country 15,Economic,High,3.4152836690755475
Country 21,Regulatory,Low,3.4734136847197297
Country 3,Regulatory,Medium,2.9861385513409315
Country 6,Political,High,3.2574071557612863
Country 37,Economic,Low,1.4948937406782314
Country 44,Economic,Low,1.1851409926437988
Country 29,Economic,Medium,2.6765984030218584
Country 45,Economic,Low,4.238143510194702
Country 45,Social,High,4.757388248960439
Country 42,Environmental,Medium,1.254291559018092
Country 18,Economic,High,1.7477504941978248
Country 39,Economic,High,2.419807708044136
Country 15,Regulatory,Medium,2.11163539819902
Country 9,Regulatory,Low,2.162141260192941
Country 44,Economic,Medium,3.969073512886252
Country 14,Political,Low,1.4431838714771046
Country 13,Social,High,1.2206428259552533
Country 41,Regulatory,Low,1.5853186786922748
Country 10,Environmental,Low,3.1186632629828193
Country 5,Economic,Low,4.934574750063847
Country 50,Social,High,2.9292455215046362
Country 18,Social,Medium,3.5246362090306693
Country 14,Environmental,Medium,3.591793457454084
Country 13,Political,High,3.7677537771754976
Country 42,Social,Medium,3.7398930428082555
Country 10,Environmental,Low,1.5578884906824122
Country 30,Environmental,Low,2.090808332946332
Country 4,Economic,Low,2.6274126521982812
Country 41,Environmental,Low,4.353805944700062
Country 23,Economic,Low,4.2136801852871715
Country 12,Economic,Low,2.6061064228094835
Country 45,Economic,High,3.7633961024778277
Country 28,Economic,High,4.178301609245138
Country 29,Social,Medium,1.8484605071164966
Country 1,Regulatory,High,2.9349733860003107
Country 44,Economic,Medium,4.445096757045557
Country 28,Economic,Medium,3.4568044013406585
Country 19,Political,Medium,2.3870472485603575
Country 38,Economic,Low,1.4200313003081595
Country 46,Economic,High,2.0317907473015406
Country 47,Environmental,Low,3.7050239588962133
Country 27,Political,High,3.6519921417534067
Country 5,Regulatory,High,1.087238711790604
Country 29,Economic,High,3.240537754483587
Country 27,Environmental,Medium,1.4577281614455728
Country 16,Environmental,High,2.2324212631123688
Country 5,Social,Medium,2.7158995620383304
Country 4,Environmental,Medium,4.811367368028845
Country 15,Political,High,1.621731208282955
Country 14,Regulatory,Medium,4.824534948597359
Country 13,Social,Low,2.7379374361206636
Country 35,Social,Low,2.1236001286374497
Country 11,Social,High,2.6554574060950693
Country 27,Environmental,High,3.262363279973091
Country 15,Environmental,Low,4.662050059968903
Country 2,Regulatory,High,4.3800072607171945
Country 21,Regulatory,Medium,1.754429170970774
Country 49,Economic,High,4.08451806938222
Country 43,Environmental,Medium,4.384120314434664
Country 42,Political,Low,4.921412450714437
Country 2,Political,High,3.4031049720581104
Country 29,Social,High,2.4268936923842492
Country 34,Political,Low,3.5484254344531823
Country 41,Political,Medium,1.3489199259231848
Country 27,Environmental,Medium,1.991197812187643
Country 20,Regulatory,Medium,3.367363646640723
Country 23,Economic,Low,1.7234287783241937
Country 21,Economic,Low,3.2567424396026534
Country 17,Social,Low,4.694870613712241
Country 21,Regulatory,Medium,4.009445103875871
Country 48,Political,High,1.695904776364134
Country 3,Social,High,1.4863780878909685
Country 29,Political,Low,4.24581721290337
Country 32,Environmental,Low,1.0039257618676545
Country 5,Political,Medium,4.09424408842532
Country 20,Social,Low,2.7448342994625383
Country 32,Political,Medium,3.95323924747051
Country 38,Political,High,1.3688526388900244
Country 3,Regulatory,Low,2.6701690481472244
Country 25,Environmental,Low,4.141156728179532
Country 15,Social,High,1.3320327751931944
Country 38,Environmental,Low,4.463691794177263
Country 36,Social,Low,4.211460764094243
Country 30,Economic,Low,3.3912883600294044
Country 45,Environmental,Medium,2.4372106276065346
Country 39,Regulatory,Low,3.563715526977149
Country 11,Political,Low,2.1067317997517425
Country 41,Regulatory,Low,1.221912330071003
Country 9,Regulatory,Low,2.7012202563952097
Country 43,Economic,Low,4.181612791172103
Country 15,Political,Low,3.4684155830045897
Country 45,Environmental,Low,4.736000130373467
Country 20,Regulatory,High,1.800664792629806
Country 9,Social,Low,3.224606897852426
Country 11,Economic,High,4.327449745313812
