Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 3,Africa,Component_004,35,3812.262670090127,0.9102647569179155
Supplier 40,Australia,Component_015,45,28643.127316124468,0.9811150302129514
Supplier 39,Australia,Component_019,56,16202.710151269655,0.9092159653946579
Supplier 18,South America,Component_019,46,33255.88175873889,0.8215234374904494
Supplier 16,North America,Component_017,44,24414.709458268433,0.9936168524500016
Supplier 36,North America,Component_017,18,37106.7629223458,0.7605154169041338
Supplier 37,Africa,Component_017,59,12554.768125223807,0.9344726518667476
Supplier 39,Europe,Component_017,40,11806.38240651097,0.848008084872053
Supplier 7,Africa,Component_001,5,41634.83709348822,0.7383584900468555
Supplier 50,South America,Component_019,17,36958.36414170887,0.8900400788691964
Supplier 30,Europe,Component_011,18,23169.41735056049,0.811462453596939
Supplier 30,Asia,Component_014,22,12340.496021989089,0.8508000141929426
Supplier 40,Africa,Component_020,51,1332.6308275436013,0.9360367800204842
Supplier 40,Asia,Component_004,26,43717.64925690141,0.8685227849101269
Supplier 36,Europe,Component_008,57,13246.965465454152,0.8216726625823485
Supplier 11,Asia,Component_019,21,35570.230427489914,0.7315634488564122
Supplier 44,North America,Component_018,29,48240.102673191774,0.7564619703044473
Supplier 31,Asia,Component_010,37,6739.921702237929,0.8115082665235805
Supplier 5,Asia,Component_016,26,21268.812521555297,0.8419635696051996
Supplier 11,Asia,Component_008,25,42120.63225309261,0.911318487874524
Supplier 7,Europe,Component_013,16,36219.22525068965,0.9831785923934542
Supplier 17,Asia,Component_015,32,44724.60194249677,0.8738304513874454
Supplier 7,Asia,Component_017,37,6773.795910235861,0.9503628136710074
Supplier 22,Europe,Component_006,37,37404.75765420886,0.8727218899009067
Supplier 37,Europe,Component_002,13,3740.2574048209053,0.7423648834573817
Supplier 44,Africa,Component_001,25,37633.579293161914,0.8910906958810301
Supplier 31,North America,Component_011,51,41915.918574153766,0.8124667027560504
Supplier 39,Asia,Component_015,50,30589.455887667285,0.8463718346782234
Supplier 19,Australia,Component_012,46,34084.86299093936,0.7885469326725132
Supplier 7,Europe,Component_012,28,20209.971567667435,0.8149533245443213
Supplier 26,Australia,Component_018,55,11110.534252021373,0.723987014152656
Supplier 31,North America,Component_008,25,14423.658707490747,0.7578094573199103
Supplier 22,South America,Component_002,59,40255.845836910994,0.7684893434927412
Supplier 31,South America,Component_007,36,29443.329145101958,0.8038400411613283
Supplier 49,South America,Component_006,34,40393.430811988364,0.9797243877763882
Supplier 24,Australia,Component_016,35,10975.048841543912,0.7585197705631767
Supplier 20,Africa,Component_007,45,17035.071015391997,0.9688458563971467
Supplier 42,Africa,Component_007,36,36553.10307242928,0.704958900259226
Supplier 26,South America,Component_009,21,37673.54174799015,0.9794769614414389
Supplier 21,Africa,Component_015,14,33473.69015633906,0.8587967587124492
Supplier 31,Australia,Component_001,42,1267.7335083516011,0.7835280247544756
Supplier 21,Asia,Component_008,54,18431.58531684743,0.9077279082653754
Supplier 23,Europe,Component_011,59,20577.553239675097,0.806897643749578
Supplier 43,Asia,Component_001,39,42272.36365669089,0.7711271650235932
Supplier 49,Australia,Component_014,52,12425.078098462058,0.9807141510153499
Supplier 7,North America,Component_017,26,36611.418945272904,0.9959949188121215
Supplier 39,Australia,Component_004,30,38358.582529538406,0.8549580552980639
Supplier 42,South America,Component_012,35,33159.4214792382,0.824454181136679
Supplier 28,Asia,Component_012,51,32690.16690308569,0.8517868686513167
Supplier 46,Europe,Component_006,44,10075.271055540165,0.9938989957700564
Supplier 30,Asia,Component_003,12,48539.271152572386,0.9198893312280235
Supplier 31,Africa,Component_003,23,29328.357167982933,0.9406578175462028
Supplier 34,North America,Component_009,49,25099.390855525373,0.7599299571332495
Supplier 33,South America,Component_005,33,43487.634529872004,0.9980801648656972
Supplier 5,Africa,Component_004,47,17956.84675260597,0.8080140702226135
Supplier 38,South America,Component_007,16,6007.52486697063,0.8133964502912424
Supplier 21,Africa,Component_010,26,46925.01841600681,0.9558140611328556
Supplier 43,Asia,Component_013,19,21412.951849932484,0.8823519611236993
Supplier 36,Asia,Component_001,34,14862.54065574419,0.7445878116156096
Supplier 34,Asia,Component_018,30,36410.16901556987,0.9544631132164492
Supplier 23,Asia,Component_010,21,24210.94701001807,0.7528997074828881
Supplier 24,Asia,Component_006,41,13038.963317206872,0.9357842094214419
Supplier 6,South America,Component_002,51,10022.631303091868,0.8738157969817915
Supplier 45,Asia,Component_005,59,19126.471934043293,0.9601848205855441
Supplier 10,South America,Component_013,8,43494.94128881745,0.763834734062093
Supplier 23,Australia,Component_006,55,16038.593129402314,0.8286327647248009
Supplier 36,Europe,Component_018,48,43047.176166606514,0.9753034640497293
Supplier 21,North America,Component_020,44,23621.121511578764,0.8130605617934819
Supplier 43,South America,Component_003,55,28602.06086877415,0.7680664480260633
Supplier 19,Australia,Component_016,42,4186.049544339821,0.8186483499556103
Supplier 34,Australia,Component_002,19,44622.44265676266,0.8522666854434391
Supplier 30,Europe,Component_010,36,13919.17002074257,0.7439146643330878
Supplier 22,Africa,Component_007,37,10819.008891565165,0.710786776054748
Supplier 10,North America,Component_012,16,18233.16197746251,0.930843592190939
Supplier 13,North America,Component_002,40,49004.445101943325,0.8164789027819206
Supplier 45,South America,Component_018,49,36852.24659039472,0.8358457379240734
Supplier 45,North America,Component_003,42,14789.486248140965,0.7841074587371945
Supplier 28,Africa,Component_013,43,42931.07846592434,0.8714096256688759
Supplier 26,Asia,Component_003,6,43074.85351967569,0.989895671223352
Supplier 3,Europe,Component_003,19,16949.325589006075,0.8431904768631544
Supplier 40,Africa,Component_020,21,22442.601756186687,0.946054603493472
Supplier 19,North America,Component_016,22,4881.826744655713,0.833048277376992
Supplier 27,Asia,Component_013,7,2393.870407173493,0.8364286245954509
Supplier 4,Africa,Component_008,47,42595.86016831038,0.7172638809127668
Supplier 38,Asia,Component_015,8,38956.74002785522,0.8348592333236649
Supplier 21,Australia,Component_009,6,14117.714853061774,0.8658815460457777
Supplier 11,Africa,Component_017,38,24833.417851474223,0.9747146892939518
Supplier 6,Australia,Component_003,21,10378.19333635154,0.8291063281751245
Supplier 31,Australia,Component_006,16,49400.03847311998,0.9673458267798205
Supplier 9,North America,Component_001,14,19891.86591290634,0.9973727320622507
Supplier 36,North America,Component_017,48,9901.189195958135,0.9348491482105065
Supplier 38,Europe,Component_009,46,47741.57308927792,0.8691137361063185
Supplier 45,North America,Component_011,53,7211.8016809134815,0.7844504277169204
Supplier 4,South America,Component_018,56,15669.090942117355,0.9869341202522428
Supplier 44,Europe,Component_013,15,2544.3651909729333,0.7746041940590379
Supplier 37,South America,Component_013,34,32955.078159707875,0.9204048112511352
Supplier 14,Australia,Component_014,25,30631.047909211306,0.8334693473572314
Supplier 40,South America,Component_008,26,39248.67060685878,0.7298545584372048
Supplier 18,South America,Component_012,46,18718.35308235231,0.8903201076692037
Supplier 2,North America,Component_019,14,25054.222728858695,0.9115707570324935
Supplier 1,Europe,Component_006,46,13504.619446895473,0.8556344165108903
Supplier 18,South America,Component_002,32,42666.42734208973,0.7303448456823214
Supplier 10,South America,Component_006,29,46652.15043868488,0.9740395336254299
Supplier 34,Europe,Component_001,54,25872.931675727497,0.963267678707296
Supplier 38,Australia,Component_020,18,15929.097454650759,0.912093733190144
Supplier 21,Europe,Component_012,6,28144.44196213499,0.7733702920923834
Supplier 18,South America,Component_009,9,8254.383625738745,0.7701840644442072
Supplier 39,Asia,Component_002,55,16427.92495413185,0.7797070056960638
Supplier 16,Europe,Component_001,31,36862.20383587252,0.9822581682472894
Supplier 26,South America,Component_011,6,31655.002716168772,0.8469962127412198
Supplier 24,Africa,Component_004,7,49734.52556485657,0.7572380074913667
Supplier 34,Australia,Component_012,6,15819.397485451791,0.9998033970625739
Supplier 33,Asia,Component_015,38,29920.743173096496,0.8416706142640555
Supplier 19,Australia,Component_012,13,34925.069493986106,0.7353588768609176
Supplier 18,South America,Component_005,51,22456.498535276136,0.7403335868971616
Supplier 12,Australia,Component_012,11,6388.450679629602,0.7551658677754439
Supplier 24,Australia,Component_010,12,8576.049829362712,0.8453859511306008
Supplier 37,Australia,Component_003,33,27080.68407101565,0.790192047744617
Supplier 16,North America,Component_011,16,47449.908084221155,0.9199702189420622
Supplier 19,Africa,Component_017,56,48159.22117794283,0.749543772132851
Supplier 45,Australia,Component_009,18,27852.645792718096,0.9108176709913701
Supplier 12,South America,Component_005,40,3474.461265047046,0.83972167338449
Supplier 12,South America,Component_016,10,28079.178105642466,0.7328098697527616
Supplier 43,Africa,Component_009,44,26115.939849404193,0.7437246475563849
Supplier 33,North America,Component_009,10,8690.87791338451,0.8470710594663691
Supplier 29,Africa,Component_006,21,28466.83966836935,0.8385463359919656
Supplier 6,Australia,Component_019,57,43867.572021303495,0.7502872847415202
Supplier 47,Australia,Component_006,52,38727.68703858218,0.878827415128018
Supplier 17,Europe,Component_017,37,17469.699446606784,0.8910750372255436
Supplier 44,North America,Component_004,57,17712.013602433395,0.8625628949262424
Supplier 43,Europe,Component_011,17,15529.693132854965,0.957149881829158
Supplier 40,Africa,Component_018,30,17443.2488374792,0.9660764653463672
Supplier 29,South America,Component_007,24,49108.097416030156,0.9485990637122566
Supplier 33,Australia,Component_020,19,25817.26072408826,0.7891485958619775
Supplier 34,South America,Component_016,35,14603.453793081164,0.9689998742546264
Supplier 40,Australia,Component_006,20,34711.00107053262,0.8030952883407136
Supplier 48,Asia,Component_010,55,24388.661483193933,0.8292380749059367
Supplier 17,Asia,Component_020,58,23889.241509045263,0.7150690416089079
Supplier 33,Africa,Component_020,43,27726.27871498562,0.8399035181686729
Supplier 18,Asia,Component_008,12,22152.910570033902,0.9077679864548187
Supplier 30,South America,Component_016,9,30132.451965870736,0.7905102692480825
Supplier 4,North America,Component_018,46,33917.096240185056,0.8970625240611817
Supplier 8,Africa,Component_018,5,36566.174227360556,0.7599528428615806
Supplier 17,Asia,Component_012,7,25075.140761998322,0.9657963643518439
Supplier 4,Africa,Component_010,35,44487.61336919814,0.949956286984384
Supplier 31,Australia,Component_009,6,27294.73783147629,0.8521322227382248
Supplier 21,Australia,Component_010,41,22351.294259640836,0.8612769856256176
Supplier 8,Europe,Component_015,42,8472.886868905945,0.7843463843076591
Supplier 15,Europe,Component_018,48,5479.169605786011,0.7228901213497685
Supplier 7,Africa,Component_003,23,1706.7963985290353,0.7796238767038575
Supplier 18,Europe,Component_011,57,22528.925972575442,0.9992778703110612
Supplier 46,South America,Component_008,30,22338.958703505123,0.7632260450534738
Supplier 46,Europe,Component_007,29,10486.491385656836,0.9649423457511153
Supplier 14,South America,Component_014,56,4309.413995762822,0.8238938067459461
Supplier 43,Australia,Component_011,21,18558.51749877353,0.7234956472305645
Supplier 45,Australia,Component_018,12,38446.223526645015,0.7824673806292477
Supplier 43,Australia,Component_011,7,28710.654708515252,0.9487180837116627
Supplier 3,South America,Component_007,15,2755.5256799439476,0.8971380744751817
Supplier 12,North America,Component_007,57,4895.180311804759,0.9343646886600414
Supplier 49,Australia,Component_018,34,21739.897158938045,0.9701780623437479
Supplier 9,Africa,Component_009,41,37729.96607671018,0.7586648927695061
Supplier 27,Africa,Component_017,59,45252.94094387784,0.7708671135045333
Supplier 18,North America,Component_006,18,35471.2723506366,0.8667662927390664
Supplier 32,Africa,Component_011,20,28173.73938137947,0.7701773839515316
Supplier 24,Australia,Component_020,48,22586.509759584045,0.7230932947089589
Supplier 9,Asia,Component_005,58,42857.77348629351,0.8740256081334382
Supplier 11,Australia,Component_013,25,17921.20722138219,0.8833237812371174
Supplier 46,Africa,Component_011,19,20074.699319350137,0.7785054758753248
Supplier 44,Europe,Component_020,31,47997.41589070795,0.8462712665615612
Supplier 47,Australia,Component_010,50,20618.783540275246,0.8790903080058265
Supplier 19,Europe,Component_015,51,20680.209980907624,0.9147546544689809
Supplier 21,North America,Component_018,46,30293.299532370278,0.7103769095481295
Supplier 41,North America,Component_007,52,31070.06714471066,0.880952580344007
Supplier 40,Asia,Component_015,7,3820.943754212193,0.9938444320307833
Supplier 42,South America,Component_005,35,30824.820677246495,0.7508341570790398
Supplier 6,Africa,Component_008,14,2588.756568724196,0.7252013142946795
Supplier 12,Australia,Component_011,56,7217.380634966431,0.9999305843746646
Supplier 27,Asia,Component_018,17,44215.24328720185,0.8206920308078092
Supplier 21,South America,Component_018,16,23740.38740304341,0.990576681255253
Supplier 35,North America,Component_014,13,14031.140419374478,0.9941224079214015
Supplier 29,Africa,Component_003,59,49873.95113282475,0.8108019655080911
Supplier 9,Asia,Component_014,50,4064.858937030402,0.7418658130869522
Supplier 32,Europe,Component_012,49,13947.29216350034,0.9915834762587015
Supplier 8,Europe,Component_014,46,39921.579277885634,0.7949254284513716
Supplier 50,Asia,Component_011,15,34182.982826788175,0.8352516835077215
Supplier 29,North America,Component_012,42,7935.195243179764,0.9766353565853751
Supplier 21,North America,Component_012,22,20337.63270512072,0.9319271174797576
Supplier 49,South America,Component_014,56,43854.03517203622,0.8234908177791853
Supplier 9,Australia,Component_006,55,22358.644284445327,0.9687275662058488
Supplier 38,Australia,Component_016,51,29299.615760605357,0.7974474503041964
Supplier 27,Asia,Component_018,10,5353.802430281045,0.8620226682568445
Supplier 3,North America,Component_013,54,15520.140577178538,0.7406420060984429
Supplier 5,Australia,Component_009,18,16647.69535401745,0.7460094262235135
Supplier 34,Europe,Component_012,15,42559.96278700059,0.715159649296131
Supplier 29,Africa,Component_006,59,35321.83411117829,0.8856883147346645
Supplier 39,Australia,Component_013,14,23440.680639426082,0.8593815712264867
Supplier 47,Asia,Component_002,46,14695.119300578375,0.9726488147959274
Supplier 36,Asia,Component_008,36,31508.97939573486,0.8342590566996821
Supplier 47,Asia,Component_002,50,10694.473390185129,0.843607436609115
Supplier 10,Asia,Component_009,30,40152.73431455258,0.7577954566315713
Supplier 36,North America,Component_017,58,41722.93711434739,0.9216965673612961
Supplier 45,South America,Component_005,40,15937.787176816317,0.8130637549036153
Supplier 34,Africa,Component_005,5,44340.80306080208,0.8353153509412531
Supplier 21,Australia,Component_006,43,43264.96200428982,0.7199557625666865
Supplier 34,Africa,Component_009,50,36193.019250729565,0.9263394580959163
Supplier 42,North America,Component_012,15,39945.24934417804,0.867419090765942
Supplier 29,North America,Component_013,14,39885.93716045617,0.7138702319505714
Supplier 49,Africa,Component_002,29,22829.60080974283,0.7515282773685774
Supplier 24,Africa,Component_019,56,3424.512344301605,0.8188518289817636
Supplier 44,Asia,Component_016,59,25008.7612594502,0.8584715921210074
Supplier 29,Australia,Component_016,9,11527.663466467644,0.9342284110943642
Supplier 33,Africa,Component_005,20,49240.429838942204,0.9309775527951021
Supplier 12,Europe,Component_002,58,10488.908195513877,0.9127289632502416
Supplier 31,Europe,Component_006,16,38284.61745333233,0.9214009091942816
Supplier 46,Europe,Component_006,28,47245.648792492284,0.9888955684530475
Supplier 32,Europe,Component_014,45,9236.652333998447,0.8218935686169943
Supplier 20,Australia,Component_003,55,45125.69331948569,0.7358904390723275
Supplier 45,North America,Component_003,12,4348.350208978828,0.9728673000605037
Supplier 11,North America,Component_006,37,8741.71272399278,0.8314532130341903
Supplier 12,Africa,Component_003,54,39508.804409999335,0.9180290764162607
Supplier 32,North America,Component_010,5,19289.17839335056,0.7525190041913002
Supplier 43,Africa,Component_010,7,18299.575670697814,0.9778684554547851
Supplier 17,Africa,Component_008,17,40319.0429502089,0.9266765763944075
Supplier 2,Africa,Component_001,37,42465.84532577731,0.9657674523007205
Supplier 30,Africa,Component_014,36,47830.207854193686,0.8755431280875658
Supplier 29,South America,Component_005,45,16972.322833984956,0.8466721895060052
Supplier 24,Asia,Component_011,25,19794.48696677365,0.8002968255221994
Supplier 21,South America,Component_004,49,17871.192231319765,0.8065157173585942
Supplier 45,Asia,Component_005,56,34158.69147710012,0.9306112115207454
Supplier 49,Asia,Component_015,58,46123.60089991983,0.9884969445894141
Supplier 47,Africa,Component_009,20,32800.92201675559,0.9120907961064664
Supplier 43,Australia,Component_014,55,17648.21595970657,0.9819772424384492
Supplier 26,Africa,Component_004,55,41288.46247812128,0.982356159564261
Supplier 32,Africa,Component_007,43,44606.04683392184,0.8016608951903597
Supplier 16,Africa,Component_001,22,33628.89864308201,0.8096123169231214
Supplier 22,Europe,Component_002,10,20936.456851969317,0.8624877756919209
Supplier 19,Europe,Component_020,9,25764.437278540783,0.7233478472004797
Supplier 13,Asia,Component_019,34,21646.16176963731,0.991533346912121
Supplier 28,North America,Component_006,14,42384.38910541466,0.8235432922051201
Supplier 33,Australia,Component_011,14,5625.378788531565,0.9367773915772902
Supplier 7,South America,Component_017,24,8971.589038116977,0.8319039727242157
Supplier 21,South America,Component_020,44,22449.521330094627,0.9334829291854416
Supplier 4,Africa,Component_016,51,16016.89132130175,0.8113096525421419
Supplier 3,Africa,Component_016,35,47742.26411395513,0.9111016205308324
Supplier 49,South America,Component_003,54,49491.097563002695,0.8101062318631348
Supplier 17,Asia,Component_008,59,11003.264076135141,0.986001609751975
Supplier 29,North America,Component_013,5,13197.385482372074,0.9542276910839262
Supplier 46,Asia,Component_006,34,27762.05576228789,0.9585456010718938
Supplier 30,Africa,Component_017,58,27092.353080883277,0.7766848555324262
Supplier 9,Asia,Component_014,13,45603.598070087224,0.79355519859929
Supplier 21,Africa,Component_006,41,26022.624699262742,0.9131554280664644
Supplier 31,North America,Component_010,21,9499.78634668198,0.8486834398978658
Supplier 29,North America,Component_002,36,40660.97067232919,0.8584615249952903
Supplier 42,Europe,Component_011,26,44414.05684374345,0.8613184873448325
Supplier 30,Africa,Component_020,44,8789.247111977736,0.8570278867466701
Supplier 8,Africa,Component_010,20,21403.623184824326,0.7385094488355867
Supplier 11,Europe,Component_015,34,20280.708960216456,0.7888368376695798
Supplier 48,Africa,Component_011,22,24644.986036402377,0.9465709691672644
Supplier 41,Africa,Component_017,46,25278.535407658655,0.9548863397585658
Supplier 24,Australia,Component_001,46,35198.09890212135,0.8443410698042072
Supplier 17,Asia,Component_004,58,7153.760487088747,0.7258799027263875
Supplier 42,South America,Component_013,40,14098.039333424369,0.7432332783669283
Supplier 24,South America,Component_011,53,43302.86255237763,0.8036916633179847
Supplier 46,Africa,Component_005,48,12288.354686115708,0.7291419076497556
Supplier 46,Europe,Component_002,7,30095.690091532408,0.7842506635121871
Supplier 9,Europe,Component_019,32,47952.992565294546,0.7981491519982087
Supplier 39,South America,Component_020,49,37367.19642628814,0.9483743442875467
Supplier 45,Australia,Component_020,21,46592.85722309543,0.7080777274878614
Supplier 40,South America,Component_004,30,19943.43492357024,0.7532445991663179
Supplier 9,Asia,Component_016,49,36150.558246680295,0.9572690636170745
Supplier 33,North America,Component_012,29,26155.091492763564,0.7723256290369174
Supplier 18,Asia,Component_007,30,47667.77691545098,0.721183431501412
Supplier 38,Australia,Component_016,48,17256.01318023614,0.8540361292890006
Supplier 41,Australia,Component_001,15,32230.56353125198,0.9533410807638258
Supplier 4,Asia,Component_003,21,23468.37304209607,0.7974524941430816
Supplier 21,Africa,Component_011,16,32044.74795801809,0.8636225749069272
Supplier 29,North America,Component_014,49,33175.46105487856,0.8902469857057933
Supplier 28,Africa,Component_010,15,20782.620754034484,0.8117331732732782
Supplier 43,Africa,Component_015,42,18748.248049121314,0.8080669160595647
Supplier 49,Africa,Component_018,47,22810.56847389251,0.8624106624996939
Supplier 13,North America,Component_019,27,36548.880779494866,0.9973463622379919
Supplier 44,Africa,Component_005,34,31890.06893864275,0.8875568517673051
Supplier 13,South America,Component_011,23,15223.663443419895,0.7829104326382941
Supplier 27,South America,Component_004,53,19388.89650311909,0.9616889017653285
Supplier 46,Australia,Component_017,46,41761.63883963065,0.8923869953462626
Supplier 32,Europe,Component_010,35,28163.908258318977,0.9223790716263921
Supplier 3,Africa,Component_006,32,9645.88384834303,0.8853527182987174
Supplier 22,Europe,Component_006,59,37493.61488701464,0.8149735859445945
Supplier 30,Australia,Component_012,26,21326.76311946922,0.7922138270505428
Supplier 27,North America,Component_009,29,45150.203327910844,0.7675477898968195
Supplier 27,Australia,Component_016,30,40754.99760106875,0.9955550767719548
Supplier 37,North America,Component_016,41,13446.56849621431,0.8581168499273694
Supplier 40,Asia,Component_016,23,44550.322398008495,0.8661293232813314
Supplier 40,Asia,Component_015,12,13871.018864634314,0.9589261977501872
Supplier 39,Africa,Component_003,7,29240.449164910806,0.7560167959796287
Supplier 38,Australia,Component_003,51,13144.6800173313,0.9686138286524482
Supplier 28,Australia,Component_018,33,30258.15261827392,0.9954792846551697
Supplier 40,Asia,Component_020,40,44638.63323466004,0.9968639729044138
Supplier 20,Asia,Component_001,43,24653.471246911136,0.7942363076304216
Supplier 46,Europe,Component_001,34,16908.016004029523,0.8897433807948555
Supplier 34,Africa,Component_015,43,12706.557999818944,0.7056154807189857
Supplier 4,Australia,Component_001,9,2189.007238054218,0.9523391564830048
Supplier 42,Asia,Component_016,13,17631.78686122282,0.8166702913047347
Supplier 2,Australia,Component_012,37,38054.80239373397,0.7866716015477087
Supplier 43,Europe,Component_020,11,34393.2851038763,0.8865824990414103
Supplier 21,Africa,Component_018,11,12790.07891039791,0.9681411115174745
Supplier 43,North America,Component_008,20,32058.054270521698,0.8612575482469542
Supplier 40,Australia,Component_008,51,22027.42055084769,0.7208511569727615
Supplier 12,Africa,Component_004,27,32051.501518225563,0.7961638688309253
Supplier 7,Asia,Component_008,27,6298.107178841911,0.7496927812601304
Supplier 34,Australia,Component_019,35,30781.951947484595,0.7060406953362472
Supplier 25,Australia,Component_011,31,13089.974517573997,0.954930304992297
Supplier 27,Australia,Component_005,34,46917.326206394275,0.9180298068870386
Supplier 36,Asia,Component_016,59,47634.954286512104,0.7449835157665265
Supplier 24,North America,Component_001,11,41229.69270309011,0.9170284697139068
Supplier 8,Africa,Component_012,42,2208.759642057149,0.8915129680736584
Supplier 50,Europe,Component_017,8,23434.259069888532,0.8890041848609255
Supplier 41,North America,Component_017,28,23666.06215391569,0.9962006411837656
Supplier 21,Europe,Component_002,26,14704.034399720662,0.9798577659417121
Supplier 21,North America,Component_004,32,18666.295645416492,0.80989878723744
Supplier 20,Asia,Component_015,57,27618.709090423014,0.9689028169256311
Supplier 44,Australia,Component_019,54,15067.92584241956,0.7333305604989284
Supplier 1,Asia,Component_019,30,14106.087378667684,0.7027659875131281
Supplier 32,Asia,Component_012,50,24340.896499476916,0.9207919971718352
Supplier 28,South America,Component_015,31,33235.24802297158,0.8022842826591658
Supplier 12,Asia,Component_006,33,40213.82519105051,0.7638909607247032
Supplier 14,North America,Component_005,44,2542.0376258054966,0.7936390928534516
Supplier 15,South America,Component_011,44,29266.796917655673,0.8909726520916077
Supplier 36,North America,Component_011,24,30772.097257469704,0.8207928847749956
Supplier 50,Asia,Component_004,13,1515.3015733945392,0.7631137772471843
Supplier 33,Africa,Component_014,21,44548.22129758224,0.8817459585689527
Supplier 3,Asia,Component_004,29,42489.422097428374,0.8098494236438969
Supplier 9,North America,Component_003,6,2141.731209723528,0.9187317908630552
Supplier 14,North America,Component_012,40,32721.913612562254,0.9826835199024597
Supplier 48,Europe,Component_020,21,15047.344722839443,0.8711072992298481
Supplier 11,North America,Component_001,42,33319.67426726372,0.7211617007406748
Supplier 35,Europe,Component_007,27,18115.827624196612,0.950379669202762
Supplier 33,Australia,Component_016,27,18313.80384755048,0.7665064160238431
Supplier 19,North America,Component_014,7,30334.737702257207,0.7259180468098217
Supplier 32,Europe,Component_017,24,40191.708131771105,0.9951388999716912
Supplier 25,Europe,Component_019,49,34155.01441372555,0.8830603676439533
Supplier 16,North America,Component_014,20,22369.97260945794,0.9602132148674218
Supplier 16,North America,Component_009,16,7740.76313138137,0.7536586136205563
Supplier 49,South America,Component_002,17,27129.39768819976,0.9622529123035073
Supplier 29,Europe,Component_020,29,3502.7608703427145,0.8336926934936242
Supplier 44,Europe,Component_015,41,28550.00700841641,0.9863677062444078
Supplier 6,North America,Component_016,46,2534.860574479446,0.8434131716503225
Supplier 28,Europe,Component_010,54,44992.495545224556,0.7968833527984637
Supplier 25,Africa,Component_013,18,6822.330988794488,0.8749523312231405
Supplier 18,Asia,Component_012,59,39651.08279583994,0.725638144200439
Supplier 15,South America,Component_017,29,16201.554990554863,0.8817989322575763
Supplier 33,Australia,Component_020,48,36725.76163865604,0.7947645646914724
Supplier 24,North America,Component_015,19,6537.130108291265,0.7645961873506405
Supplier 25,North America,Component_017,54,41121.22082395332,0.7659781569010187
Supplier 39,North America,Component_001,13,6099.454450927591,0.9037794188807721
Supplier 6,Europe,Component_005,30,26670.60739501662,0.928205916187996
Supplier 30,North America,Component_017,52,8742.258611165482,0.9457887049758619
Supplier 50,Africa,Component_005,53,21579.781928984165,0.8892563465062253
Supplier 18,South America,Component_009,39,25400.16176314176,0.8363233016138214
Supplier 25,South America,Component_017,16,35087.74193937987,0.9302971484010117
Supplier 18,Australia,Component_018,15,12082.611963053925,0.8755173357827033
Supplier 13,Asia,Component_016,59,28253.43471688866,0.9151655490340269
Supplier 43,Europe,Component_014,55,34075.00690241896,0.7656970038193042
Supplier 44,Europe,Component_016,44,49968.084062150956,0.7843504867049204
Supplier 9,Africa,Component_007,17,22694.447220155245,0.7936038923795139
Supplier 24,Europe,Component_009,26,1638.143667584754,0.7124414725732476
Supplier 23,Australia,Component_013,59,14301.38917345883,0.9021810958436406
Supplier 46,South America,Component_011,45,43391.58350795644,0.7373437967591834
Supplier 47,South America,Component_001,31,36690.45003455879,0.9369302159179291
Supplier 15,Europe,Component_009,55,12934.98583324551,0.8818776425268666
Supplier 48,North America,Component_002,53,21841.24672538145,0.8993898368894199
Supplier 44,Australia,Component_007,48,13201.26423014706,0.9651730126732503
Supplier 8,Australia,Component_015,10,15820.568164683109,0.7093005410654349
Supplier 7,Africa,Component_013,5,39428.143556731215,0.84899418036268
Supplier 29,Europe,Component_002,5,22530.206610672034,0.9730184547166072
Supplier 9,North America,Component_019,12,36733.53191489297,0.8611530171282562
Supplier 3,Africa,Component_017,7,26299.521375192315,0.94948335689485
Supplier 31,Africa,Component_012,5,35727.851455136726,0.9800795397182969
Supplier 22,Africa,Component_007,55,42958.53961088121,0.7730186934120681
Supplier 25,Europe,Component_010,47,15832.24585711894,0.9316765865197383
Supplier 13,Europe,Component_019,5,36152.17570825802,0.9588877495291819
Supplier 22,Asia,Component_009,22,28326.03228698248,0.8961995240796529
Supplier 43,Africa,Component_002,54,36403.709262508826,0.8778480371095356
Supplier 30,Asia,Component_018,7,35531.113112487634,0.7342962451418247
Supplier 16,South America,Component_020,59,35051.58117923663,0.8137638656017745
Supplier 4,Africa,Component_003,51,40348.64237679003,0.7199634849580856
Supplier 19,Africa,Component_010,45,2751.38960948854,0.9912371561239198
Supplier 43,Europe,Component_016,57,34965.789387580706,0.8587439229152869
Supplier 10,North America,Component_004,29,49395.42788474548,0.9991297333992462
Supplier 36,South America,Component_010,55,14825.944518799964,0.8574210986670208
Supplier 14,Europe,Component_004,22,40327.37756662302,0.8905029412813739
Supplier 26,Europe,Component_007,59,18056.68751408944,0.7235848742092107
Supplier 28,Asia,Component_008,20,24305.33836735471,0.9551169368176151
Supplier 6,Asia,Component_013,26,32217.034865305905,0.8644980542799834
Supplier 8,South America,Component_008,16,6245.537068996805,0.8132164728070963
Supplier 19,South America,Component_001,7,34180.27015706564,0.9270374755924893
Supplier 26,Australia,Component_008,45,3480.19641489194,0.7055715157059321
Supplier 10,Africa,Component_014,31,27903.35559839936,0.8603184063047012
Supplier 1,North America,Component_013,53,28048.5002006494,0.8424406228599562
Supplier 6,Europe,Component_001,39,44573.03321259407,0.7231970549448491
Supplier 16,Europe,Component_018,59,21811.449906608603,0.7448312970128241
Supplier 22,Asia,Component_009,45,22571.589532451984,0.7513030438009585
Supplier 39,Asia,Component_016,22,15602.134605183048,0.9917106509770333
