Date,Region,Historical_Sales,Predicted_Sales,Market_Trend
2023-08-09 20:13:52,Africa,21062,24489,Declining
2022-03-15 22:08:40,North America,25565,28807,Declining
2023-11-19 02:08:36,Africa,35796,33724,Growing
2022-05-19 13:02:37,Australia,37487,38298,Declining
2022-12-22 01:40:03,North America,28717,26086,Stable
2022-05-02 11:32:28,Europe,3359,3133,Declining
2022-10-16 09:26:26,Australia,47980,52809,Declining
2023-10-24 03:35:38,Europe,36260,38104,Declining
2023-02-18 22:54:26,Asia,8591,8528,Growing
2023-11-05 03:18:39,Asia,34602,38137,Stable
2023-06-29 10:39:23,South America,35017,32755,Declining
2023-11-25 09:47:11,Europe,45482,54269,Stable
2022-11-06 09:58:35,Europe,25788,30231,Declining
2022-06-15 15:45:18,South America,3673,3876,Growing
2022-01-24 00:03:49,South America,33032,30617,Growing
2022-12-20 19:14:01,South America,45521,54053,Growing
2023-10-13 12:37:36,Europe,12349,12222,Growing
2023-08-14 10:06:29,Europe,18297,21356,Growing
2022-04-20 01:40:19,Asia,17245,18446,Declining
2023-07-17 06:12:47,Australia,44935,42077,Growing
2022-10-10 15:08:47,Europe,32833,35447,Declining
2023-01-01 22:52:02,Africa,11946,12610,Declining
2022-07-21 15:25:20,Australia,27111,29375,Growing
2023-02-09 09:46:51,Asia,44857,47483,Declining
2023-07-30 15:04:06,South America,5737,5931,Declining
2023-10-19 20:29:58,Africa,31274,35835,Stable
2023-11-13 04:27:33,South America,22470,20923,Stable
2022-08-31 09:33:40,South America,18054,20425,Stable
2022-06-16 23:53:18,North America,4670,5453,Declining
2023-11-08 03:51:06,North America,45930,46686,Growing
2023-11-11 01:02:07,South America,2315,2086,Stable
2023-06-12 23:33:15,South America,6720,6535,Growing
2023-09-30 00:42:00,Asia,41955,47464,Stable
2023-05-30 19:27:32,Africa,39344,41558,Declining
2022-01-15 07:52:03,North America,43642,43731,Growing
2023-10-15 14:14:50,Africa,7495,6933,Growing
2022-06-22 08:16:20,Europe,44933,43696,Declining
2023-09-02 20:08:59,South America,22003,24083,Stable
2023-10-07 15:46:55,South America,2196,2574,Stable
2023-01-07 10:25:15,Australia,8415,8790,Growing
2023-04-02 06:18:29,North America,44019,48364,Growing
2022-06-12 06:20:14,Australia,4846,4923,Growing
2023-10-28 08:37:45,Asia,40863,39262,Stable
2022-10-25 13:30:50,Australia,47685,47925,Stable
2022-04-24 21:46:36,Europe,43120,42474,Stable
2023-06-20 10:16:34,Australia,31775,30055,Stable
2023-10-15 04:47:51,South America,21121,25284,Stable
2022-06-22 01:01:42,Asia,39648,37598,Stable
2023-07-01 08:16:15,Africa,47592,42878,Declining
2022-01-01 16:59:46,Australia,17846,18857,Stable
2022-10-05 06:40:20,Australia,29637,29989,Declining
2022-05-03 05:03:54,Australia,33088,33342,Growing
2023-09-15 13:05:59,South America,40283,45455,Growing
2023-02-09 17:06:24,South America,30782,33007,Stable
2023-01-23 21:48:07,North America,9913,9133,Stable
2023-09-11 20:48:57,North America,3987,3607,Growing
2023-11-27 09:52:55,Europe,9699,8841,Stable
2022-10-11 19:29:06,Europe,25767,26779,Declining
2022-01-29 11:31:14,Australia,29516,30686,Growing
2022-08-30 03:17:07,Africa,19175,20698,Stable
2022-11-25 11:15:45,Asia,11208,12861,Growing
2023-08-11 04:28:10,Africa,43317,40830,Declining
2023-06-03 01:29:30,Africa,8672,9603,Declining
2023-06-05 15:30:49,Asia,27513,28495,Declining
2022-12-14 06:43:14,North America,3334,3585,Stable
2022-07-17 00:47:15,South America,20559,21453,Growing
2023-01-31 01:24:12,Africa,46194,50143,Stable
2022-05-01 17:09:13,North America,5581,6645,Stable
2022-08-19 22:26:05,South America,11547,11498,Stable
2023-05-21 03:52:07,Africa,10397,9754,Growing
2022-07-09 01:33:06,Australia,35367,34391,Declining
2022-01-05 00:56:08,South America,46801,52626,Growing
2023-02-01 03:02:15,Europe,9937,10263,Stable
2022-01-25 08:43:41,Australia,19976,18950,Stable
2022-01-08 10:39:59,Australia,46118,54060,Stable
2023-12-08 13:32:19,South America,10916,13086,Stable
2022-09-08 08:32:21,South America,40789,46578,Stable
2023-12-09 13:01:34,Australia,11006,10928,Stable
2022-08-27 13:16:16,Australia,45270,47237,Stable
2023-08-15 01:41:58,South America,34797,34920,Declining
2023-03-02 03:12:54,Europe,10848,11783,Stable
2022-04-27 11:28:27,Australia,12135,14210,Declining
2023-06-18 12:08:50,Europe,17984,20797,Stable
2022-01-28 08:37:46,North America,25208,29510,Stable
2022-09-08 03:57:40,Australia,29934,35103,Declining
2022-07-31 13:55:41,Africa,27343,26715,Stable
2022-02-06 00:45:18,Australia,42041,49049,Declining
2023-11-11 19:04:24,North America,6132,6625,Declining
2022-11-15 11:08:01,Australia,43713,41828,Stable
2023-08-25 05:10:55,Europe,45722,51358,Declining
2022-04-24 07:42:36,North America,4167,4662,Declining
2022-11-13 12:02:59,South America,20831,20257,Growing
2022-12-19 21:33:25,Africa,30684,31230,Declining
2022-12-29 23:37:45,Africa,21089,23970,Stable
2023-01-08 20:15:54,Africa,22316,23915,Declining
2022-09-21 12:09:37,Europe,34889,40976,Declining
2023-05-11 11:54:23,South America,15174,14568,Growing
2022-01-13 21:52:32,Asia,21920,20577,Declining
2022-12-07 09:48:25,Africa,1994,1950,Declining
2022-08-14 13:30:37,Australia,9466,8673,Stable
2022-07-04 05:03:48,Australia,20948,19373,Stable
2022-01-22 11:25:30,Australia,46190,49435,Declining
2022-05-30 05:13:57,South America,41582,45746,Stable
2022-12-13 01:03:07,South America,36404,33548,Growing
2023-09-15 00:34:31,Asia,45805,46375,Stable
2023-07-19 03:44:20,Australia,26039,28517,Growing
2023-06-28 07:24:39,Australia,41643,45272,Stable
2022-07-06 10:14:08,Africa,30972,33540,Declining
2023-02-28 06:56:46,Australia,1331,1495,Growing
2022-06-10 14:27:47,South America,3938,3625,Growing
2023-09-03 09:11:45,Asia,12833,14479,Growing
2022-05-19 14:12:42,Australia,5723,6206,Growing
2022-04-04 15:15:54,South America,9519,11415,Declining
2023-05-29 04:45:03,South America,4669,5398,Declining
2022-03-21 23:26:37,Europe,27396,28201,Growing
2022-08-16 02:11:50,North America,32913,38590,Growing
2023-12-21 03:51:56,South America,36187,36643,Stable
2022-11-09 19:05:46,Africa,22422,24001,Growing
2023-02-06 12:25:36,South America,42205,39007,Declining
2022-08-27 15:40:01,Europe,3552,3401,Declining
2023-12-29 15:20:31,Europe,11724,13895,Declining
2023-10-13 02:40:30,South America,30457,31220,Declining
2022-08-17 15:32:30,South America,38914,38567,Stable
2023-06-03 01:13:34,Africa,38199,38566,Growing
2022-09-30 14:36:49,North America,38603,36433,Growing
2022-12-12 17:11:52,Asia,22660,24600,Growing
2022-01-29 22:40:00,Africa,34597,32451,Growing
2022-10-31 17:47:55,Australia,16694,18298,Declining
2023-05-27 18:59:41,North America,48933,50101,Stable
2023-04-05 18:06:48,North America,1211,1450,Declining
2022-04-24 00:51:22,North America,14200,12856,Growing
2022-05-15 09:10:53,Europe,17358,16592,Growing
2023-01-01 03:17:07,Australia,18213,21629,Declining
2022-12-05 03:52:07,Africa,36386,39534,Stable
2023-02-26 06:33:40,North America,39983,42286,Growing
2023-05-21 02:55:17,North America,37254,41868,Growing
2022-04-13 06:36:03,South America,43353,47409,Stable
2023-09-28 13:01:09,South America,9537,9564,Stable
2022-09-08 18:49:57,Asia,26606,26447,Stable
2022-02-21 04:40:18,South America,20095,22563,Growing
2023-02-03 06:15:59,Asia,27042,25810,Growing
2023-01-27 18:15:19,Africa,3256,3403,Stable
2023-07-15 04:55:19,Europe,16550,15768,Growing
2023-01-10 19:43:21,North America,42357,39776,Growing
2023-10-07 12:29:21,Asia,47420,47245,Declining
2022-05-06 06:46:19,Africa,9537,9933,Stable
2022-01-23 09:27:33,Africa,30571,33904,Declining
2023-04-02 10:40:38,Australia,12476,12192,Growing
2022-11-10 18:36:43,Europe,36656,43721,Growing
2023-09-08 04:11:23,North America,7779,8455,Stable
2023-10-01 17:02:56,Asia,1817,1805,Stable
2022-04-23 06:08:11,South America,18515,18932,Growing
2023-10-23 15:38:22,South America,27705,28693,Stable
2023-05-03 16:35:25,Australia,8255,8192,Declining
2023-10-11 00:39:17,South America,5622,5737,Growing
2023-01-20 13:19:34,Asia,49561,58159,Stable
2023-02-25 22:58:39,Africa,8864,10429,Stable
2022-03-03 05:51:52,Africa,5786,6016,Growing
2023-06-21 08:29:27,Europe,40136,37932,Stable
2022-04-21 17:14:02,Australia,43859,46966,Stable
2023-02-15 22:19:17,South America,11246,13047,Declining
2022-08-12 11:40:59,Australia,6230,5833,Growing
2022-05-31 19:18:00,Europe,23111,21527,Declining
2022-03-18 00:58:14,Australia,12616,13387,Stable
2022-11-07 17:45:11,Australia,20135,21369,Growing
2022-01-26 18:38:46,Australia,27616,25514,Growing
2022-01-18 23:04:26,North America,38254,43111,Declining
2022-09-25 09:19:37,Asia,6552,7284,Declining
2023-07-26 22:22:52,North America,26218,29252,Stable
2023-08-08 06:45:28,Australia,9351,8517,Stable
2022-01-31 13:35:42,Asia,49109,48086,Stable
2023-08-27 00:40:48,North America,36953,41102,Stable
2023-08-30 18:49:16,Australia,45896,47657,Declining
2022-04-08 10:18:27,Africa,12188,14293,Stable
2022-03-04 00:58:30,Australia,11072,11730,Growing
2023-09-23 02:32:07,Australia,29660,31244,Declining
2023-06-05 14:04:21,Africa,16102,14530,Declining
2023-04-05 16:20:54,Australia,16019,17516,Growing
2023-11-01 22:21:55,Australia,39730,37445,Growing
2023-06-09 21:43:34,Europe,17059,17545,Declining
2023-08-22 07:27:04,Africa,36183,35900,Declining
2022-06-16 19:45:04,Australia,6297,6132,Stable
2022-08-04 03:20:56,Asia,32080,38138,Growing
2022-05-12 13:54:07,Asia,37512,42810,Stable
2023-07-20 23:29:39,South America,32549,30260,Growing
2023-07-10 16:22:10,Europe,27413,27779,Declining
2022-10-08 10:20:41,Australia,41769,39916,Growing
2022-02-08 21:01:02,Europe,31665,33893,Declining
2022-08-24 23:20:55,Australia,3192,3300,Declining
2022-10-04 04:50:28,Europe,27268,26311,Growing
2023-06-13 00:50:00,South America,25428,26465,Growing
2023-01-11 04:13:28,Australia,25355,28548,Declining
2022-12-31 19:49:52,North America,45228,41002,Stable
2023-04-10 23:03:43,North America,40712,46523,Growing
2023-11-04 23:43:18,Africa,26207,26110,Stable
2023-02-25 20:35:27,South America,44437,51356,Declining
2022-05-25 10:16:30,Australia,5304,5363,Declining
2023-09-22 07:12:50,Asia,36023,41921,Growing
2023-09-14 13:11:02,Europe,39298,37742,Stable
2022-02-10 08:47:08,Asia,23301,26127,Growing
2022-01-04 22:05:54,Australia,17347,17867,Stable
2022-09-17 04:07:03,Europe,46636,52364,Stable
2022-06-11 08:51:51,Asia,31618,36950,Growing
2022-12-04 10:01:29,Asia,47276,55561,Growing
2022-10-08 20:22:50,Asia,30000,30138,Declining
2022-06-30 21:26:48,Asia,40148,45554,Stable
2022-12-20 20:52:09,Australia,10055,11659,Declining
2022-06-25 22:20:54,Asia,9979,10311,Stable
2022-02-24 02:10:25,Africa,35060,39522,Stable
2023-07-24 23:44:19,South America,43297,39108,Stable
2022-07-08 14:23:09,Europe,32479,38508,Stable
2023-12-03 04:21:15,Africa,10737,9930,Declining
2023-02-14 11:16:24,Asia,47806,52903,Growing
2022-10-03 19:17:51,South America,47099,55552,Declining
2022-04-13 06:52:26,Africa,1995,2317,Stable
2023-04-12 05:26:21,South America,41603,48784,Stable
2022-01-16 04:20:25,Africa,41034,41777,Stable
2022-05-17 04:03:35,Asia,27777,31708,Stable
2022-05-21 11:42:03,South America,42873,48432,Growing
2022-12-14 23:08:03,Africa,43731,50063,Declining
2022-08-31 03:52:25,North America,24286,24712,Growing
2022-09-07 07:34:21,Europe,3086,3473,Declining
2023-08-26 08:50:33,Europe,29615,28244,Growing
2023-11-10 07:19:00,South America,37351,35972,Stable
2023-11-19 15:08:34,Africa,13491,13346,Declining
2022-05-02 12:11:10,Asia,19943,21958,Stable
2023-10-25 20:59:21,Africa,41255,39407,Stable
2023-02-12 18:02:07,South America,14998,17513,Stable
2023-10-08 05:43:23,Europe,30289,36147,Growing
2022-08-30 15:22:54,North America,24676,23992,Declining
2023-02-13 10:05:44,Europe,46588,53641,Growing
2022-06-20 07:42:08,Australia,41362,47382,Declining
2023-10-25 00:55:46,Australia,36066,36096,Declining
2023-08-06 14:15:41,Asia,36856,36502,Stable
2023-01-07 13:26:03,Australia,14237,12822,Growing
2022-05-23 23:31:48,South America,16469,19545,Growing
2023-11-14 01:37:20,Australia,29012,30516,Declining
2023-09-14 21:06:46,Australia,12885,12951,Declining
2023-07-29 00:59:31,Asia,17324,18700,Growing
2022-05-07 08:58:55,Australia,2255,2031,Stable
2022-11-07 19:47:57,Africa,33048,38579,Growing
2023-09-20 07:04:29,Asia,35223,41528,Declining
2023-04-09 22:45:17,North America,25857,27507,Declining
2023-10-14 12:11:39,Europe,22395,21162,Declining
2022-06-16 00:04:28,North America,39244,38055,Declining
2022-09-25 04:38:46,Europe,34131,32666,Growing
2022-11-02 17:12:25,Asia,20925,20730,Declining
2023-03-15 18:37:47,Africa,6166,5566,Declining
2022-07-19 13:46:43,South America,32085,32592,Declining
2022-09-24 16:49:59,South America,21047,21800,Stable
2022-10-02 11:45:10,Europe,24007,23666,Declining
2023-11-14 09:12:05,Africa,5482,4973,Stable
2023-11-14 22:50:56,Australia,9792,8926,Stable
2022-11-22 00:28:48,North America,14733,15578,Stable
2022-04-23 15:00:45,Africa,45906,49417,Growing
2023-12-06 22:58:05,Australia,3715,4435,Stable
2022-01-03 22:06:54,South America,38177,37365,Growing
2023-06-01 13:53:06,Australia,5465,5723,Stable
2023-09-10 08:33:02,Europe,35171,32243,Stable
2023-07-20 06:22:31,South America,13783,15001,Growing
2023-02-28 04:58:12,South America,6448,5962,Declining
2023-12-24 13:24:44,Europe,13232,15550,Growing
2023-11-13 03:56:22,Australia,7939,8429,Declining
2023-05-25 21:32:27,North America,47466,46485,Declining
2022-07-24 07:25:47,Australia,5880,6601,Declining
2022-05-16 20:05:11,Europe,26393,29657,Stable
2023-04-17 18:16:55,Africa,49016,44522,Declining
2023-01-19 11:57:58,Africa,18663,19482,Growing
2022-01-27 17:33:29,Africa,14745,17488,Declining
2022-04-07 21:45:24,Europe,1845,2211,Declining
2022-02-16 10:22:15,Europe,28236,32848,Growing
2022-04-04 05:42:55,Africa,38472,45770,Stable
2022-02-16 20:02:37,North America,3551,3273,Declining
2023-08-11 08:11:49,Europe,49952,45597,Stable
2023-10-13 21:47:16,South America,7481,7116,Declining
2023-12-23 21:57:52,North America,4549,5416,Growing
2023-06-21 11:47:21,Australia,12428,12859,Declining
2022-07-05 06:24:34,Australia,15783,14587,Growing
2022-10-07 19:24:26,Asia,3860,4026,Growing
2022-04-10 15:59:28,Asia,44106,49975,Declining
2022-02-14 21:57:47,Asia,37772,42397,Growing
2023-02-26 09:04:33,South America,39606,45960,Declining
2022-08-05 09:24:21,South America,44255,51439,Growing
2023-01-23 07:51:55,Africa,5950,5739,Growing
2022-01-29 20:53:58,Asia,6756,6363,Declining
2023-07-14 21:31:21,Asia,8975,8983,Declining
2023-02-03 14:30:56,Europe,40478,40526,Growing
2023-06-22 00:35:16,South America,9717,8848,Growing
2023-05-06 17:31:28,Asia,47516,44486,Growing
2023-07-05 01:39:50,South America,33049,35188,Declining
2022-11-18 02:30:52,North America,47090,55346,Growing
2023-04-03 21:22:48,Africa,9979,11714,Growing
2022-07-07 08:55:43,Asia,31974,36800,Stable
2023-04-30 11:11:15,Australia,30853,31342,Growing
2023-10-01 07:41:43,North America,18504,20017,Stable
2023-07-18 09:02:33,Europe,44686,41133,Declining
2022-05-10 16:29:33,North America,15138,14100,Growing
2022-05-01 23:02:42,Asia,42335,46616,Declining
2022-03-04 23:11:58,Europe,40233,45505,Declining
2022-02-02 06:53:51,Australia,32767,32685,Declining
2022-08-16 07:45:08,North America,30363,36141,Growing
2022-06-03 08:12:48,North America,49192,52751,Growing
2022-01-28 17:09:39,Australia,40316,41063,Growing
2023-05-17 23:06:28,Australia,27156,32529,Growing
2023-06-27 18:08:48,North America,23730,25612,Growing
2023-10-06 16:42:11,Africa,1177,1156,Stable
2022-03-31 14:41:23,Australia,22814,24504,Stable
2023-12-05 15:56:29,North America,18394,18106,Growing
2022-08-13 03:20:43,Europe,43019,42376,Stable
2023-08-23 15:17:44,South America,14344,17041,Stable
2023-09-19 14:49:22,South America,25156,22651,Stable
2023-10-11 04:33:23,Africa,42576,51003,Declining
2022-07-08 02:24:11,South America,43958,45047,Growing
2023-12-04 19:15:38,Europe,33460,33671,Growing
2022-06-13 23:10:42,Asia,2809,2549,Growing
2023-12-16 10:45:56,Europe,11280,10760,Growing
2023-05-30 11:04:07,Europe,8138,9214,Declining
2023-04-15 19:11:07,Europe,43248,45441,Growing
2022-10-29 10:03:17,South America,38449,42756,Growing
2022-03-29 21:26:06,South America,17918,19122,Declining
2023-09-16 03:59:11,Asia,2335,2757,Growing
2023-09-20 15:01:42,Australia,3645,3422,Stable
2023-12-24 10:46:01,North America,28868,31031,Growing
2023-09-22 13:20:57,Australia,20235,23590,Declining
2023-09-23 17:48:27,Europe,17791,18352,Growing
2023-10-28 23:25:18,Asia,19509,20422,Declining
2023-04-18 21:04:19,Africa,31411,29118,Declining
2022-01-13 09:53:47,Africa,45627,44951,Growing
2023-09-19 04:00:18,South America,42673,40507,Declining
2023-02-12 08:09:51,Europe,42910,47561,Declining
2022-10-13 22:15:24,Asia,10865,12884,Declining
2022-12-06 02:05:53,Europe,2758,3186,Declining
2023-04-06 22:00:51,North America,29350,31859,Declining
2023-08-12 16:37:47,Europe,6922,6571,Stable
2023-08-22 19:14:37,Asia,6836,8004,Declining
2022-07-17 00:47:43,Australia,20026,23151,Declining
2023-05-02 17:14:34,Australia,46831,43799,Declining
2023-06-09 14:45:25,Asia,38227,41698,Declining
2022-10-02 06:45:46,Africa,21043,21579,Stable
2023-02-16 07:59:22,North America,8068,7284,Stable
2022-09-18 13:26:19,Australia,29328,33395,Declining
2023-07-23 03:17:06,North America,27738,27299,Growing
2023-01-07 06:48:36,Asia,13508,13894,Stable
2023-02-06 04:11:11,Africa,48196,55372,Declining
2023-01-16 10:30:04,Australia,2817,3034,Declining
2023-01-12 05:54:37,Europe,24003,22663,Growing
2022-11-29 13:45:03,South America,3884,4186,Declining
2022-08-01 14:23:08,Europe,30854,35513,Declining
2023-04-14 17:13:33,South America,1918,1971,Growing
2022-09-08 09:27:26,Asia,39753,41865,Growing
2023-02-17 09:01:56,Australia,2510,2929,Growing
2023-07-16 17:54:34,Asia,37455,42810,Growing
2023-03-22 02:32:24,South America,4956,5494,Declining
2022-01-20 18:44:49,South America,9906,9901,Growing
2023-07-22 22:33:33,Europe,27220,30762,Stable
2022-11-08 11:25:04,Europe,47501,54441,Declining
2022-06-16 20:02:38,South America,39800,43221,Growing
2023-06-17 21:11:18,North America,29921,30500,Growing
2022-07-22 19:12:59,Europe,14201,13078,Stable
2022-12-22 08:57:13,Europe,23938,27105,Stable
2023-12-06 14:19:32,Asia,33752,33733,Growing
2023-12-04 10:34:50,North America,40947,43858,Declining
2023-01-26 23:39:00,Asia,23354,25197,Declining
2023-12-20 18:13:02,Asia,36821,40276,Stable
2022-08-23 04:44:30,Australia,5159,5287,Stable
2023-08-27 16:09:51,Europe,46558,49373,Declining
2023-09-08 23:41:58,South America,36271,34050,Stable
2023-01-12 11:27:36,North America,49613,52481,Stable
2022-05-24 23:24:08,Africa,4117,4039,Declining
2022-03-01 03:50:40,North America,45637,51768,Declining
2022-05-09 15:26:30,South America,48669,48702,Stable
2022-07-07 14:21:52,Australia,42785,43631,Declining
2022-09-28 22:31:44,North America,45918,45850,Declining
2023-06-08 20:38:17,North America,33295,34302,Growing
2022-11-01 09:06:38,Asia,18704,19021,Growing
2023-09-29 21:44:05,Australia,18226,18821,Declining
2023-04-28 06:24:28,Asia,46790,43163,Stable
2022-11-06 09:37:14,North America,21749,22907,Stable
2022-04-03 14:26:16,South America,48461,48464,Growing
2022-07-13 13:03:10,South America,17817,19256,Stable
2023-03-25 17:55:25,Africa,17840,17550,Declining
2022-02-20 04:50:37,North America,47991,44220,Stable
2023-03-11 06:51:49,South America,7694,7737,Stable
2023-06-07 07:11:39,Asia,48515,55669,Stable
2022-10-24 12:52:17,South America,6392,6155,Declining
2023-02-11 22:19:40,Australia,40521,40986,Growing
2022-02-26 05:26:18,North America,40789,48402,Stable
2022-02-20 03:25:59,North America,43869,50182,Growing
2022-10-10 19:59:27,Australia,25103,27251,Declining
2023-05-24 03:09:37,Australia,12960,14112,Stable
2022-01-05 12:49:07,South America,1009,1138,Growing
2023-10-18 17:08:45,Asia,14131,16555,Declining
2023-03-12 18:16:22,North America,26352,24353,Growing
2023-04-19 16:39:31,Asia,33423,34831,Declining
2023-07-02 06:07:21,North America,49328,44573,Growing
2022-10-15 08:25:28,South America,33903,35716,Growing
2022-03-09 03:17:03,South America,28822,33398,Growing
2023-05-24 21:14:06,North America,16565,15238,Stable
2023-02-09 23:21:23,South America,14971,15922,Growing
2023-07-09 21:30:17,Asia,25428,26774,Stable
2022-08-26 04:42:20,Australia,44447,48583,Stable
2022-02-24 16:41:19,Asia,21350,21742,Declining
2023-09-09 06:53:05,Australia,23994,27435,Growing
2022-04-28 07:10:44,Australia,41645,40991,Stable
2023-05-23 10:13:09,Asia,20371,20884,Growing
2023-07-08 10:16:53,South America,1894,1918,Growing
2023-09-18 23:50:29,Africa,9651,11225,Growing
2022-07-21 15:46:57,South America,47374,55353,Growing
2023-02-26 20:54:52,Africa,47032,50772,Stable
2022-12-04 23:39:06,Asia,44972,46675,Growing
2022-03-11 11:13:02,Africa,3016,3535,Growing
2022-02-27 16:31:27,North America,8481,8587,Stable
2022-04-21 17:49:46,Australia,31884,37811,Growing
2023-10-17 13:08:25,Asia,24527,22500,Stable
2023-11-05 00:14:19,Europe,21186,23819,Declining
2023-09-25 20:48:19,South America,29093,31806,Growing
2022-08-05 03:31:04,Africa,9867,8985,Stable
2022-09-09 23:13:01,South America,16827,18819,Declining
2023-05-28 02:04:01,South America,16788,16137,Growing
2023-07-18 05:19:38,Asia,19325,22648,Declining
2022-02-06 22:03:15,Europe,30930,34784,Stable
2022-10-21 07:38:23,Australia,2480,2589,Growing
2022-08-24 20:29:58,Asia,20765,22872,Declining
2022-12-22 15:21:04,Australia,25023,26915,Stable
2022-03-05 09:21:45,South America,22866,26300,Stable
2023-08-22 00:12:50,South America,32913,32501,Stable
2022-10-07 19:35:36,Australia,20516,20177,Growing
2023-03-03 19:17:15,North America,37941,37472,Declining
2023-09-04 06:52:43,Asia,21244,21671,Declining
2022-12-07 01:00:56,South America,39423,46005,Growing
2023-03-08 14:27:06,Africa,22752,25391,Declining
2022-02-11 04:26:55,Europe,6819,6200,Growing
2023-03-24 13:25:37,Europe,9434,9094,Stable
2023-12-22 11:32:47,Europe,1527,1484,Stable
2022-11-12 01:35:29,Australia,29787,31026,Stable
2023-06-11 04:11:26,Asia,13032,14666,Declining
2022-04-13 07:30:34,Europe,26054,26185,Declining
2022-11-29 15:46:29,Asia,43716,51320,Stable
2022-07-30 23:47:28,Africa,14448,16721,Stable
2022-02-11 12:24:18,Europe,22781,24938,Declining
2022-05-19 18:16:00,Australia,13843,16095,Stable
2022-09-16 23:20:09,South America,37922,40158,Stable
2022-03-25 13:27:55,Europe,45347,42275,Growing
2022-04-11 21:37:51,North America,47309,45542,Declining
2022-08-23 09:19:47,Africa,4284,4129,Growing
2022-08-08 12:28:20,Europe,19978,18495,Growing
2023-01-09 02:21:12,Asia,17227,18521,Declining
2022-04-04 02:08:33,Australia,30947,29772,Growing
2022-05-16 08:49:34,Australia,25635,30640,Stable
2023-09-16 12:04:15,Asia,11782,13876,Stable
2023-03-03 18:28:09,Africa,16275,19498,Growing
2022-05-25 06:23:39,North America,14352,15838,Declining
2022-03-07 12:04:24,Australia,5126,4867,Growing
2023-09-01 01:16:31,Africa,30171,33606,Stable
2022-03-12 17:59:46,Australia,48435,50601,Growing
2022-02-21 23:35:41,Australia,45764,54487,Declining
2022-03-06 18:11:21,North America,26330,30672,Stable
2022-11-14 20:00:06,Africa,5150,5207,Stable
2022-12-21 17:23:09,Asia,1993,2347,Stable
2022-03-09 05:25:58,Africa,35937,40254,Growing
2022-03-02 16:16:43,Australia,11184,10602,Stable
2023-12-26 13:26:39,Africa,30446,31819,Declining
2023-04-29 02:36:44,Europe,35811,33222,Growing
2023-11-22 05:29:21,Europe,36301,39503,Stable
2022-03-14 03:59:18,North America,5147,5366,Stable
2023-02-11 02:21:53,North America,28134,29853,Growing
2022-04-19 21:11:42,North America,21457,23814,Growing
2023-06-24 03:27:17,Africa,42204,39771,Stable
2023-01-10 19:33:18,South America,37862,37533,Declining
2022-04-03 09:54:03,Europe,20456,23852,Declining
2023-10-02 21:51:06,Europe,21930,21407,Growing
2023-05-29 14:05:39,Australia,13267,13763,Stable
2023-05-28 23:48:15,North America,12570,11854,Growing
2023-03-12 05:48:34,North America,46365,54359,Growing
2023-02-27 21:14:52,Africa,23100,25472,Declining
2022-08-27 02:33:07,Africa,49794,48589,Stable
2022-02-24 15:00:50,Africa,48416,45574,Growing
2023-07-13 03:02:37,Asia,7453,8494,Declining
2023-05-29 20:14:14,Africa,4110,4779,Stable
2023-06-26 20:34:41,Africa,25449,27752,Stable
2023-06-13 21:58:55,North America,15649,14879,Growing
2022-09-19 10:04:52,Europe,17420,20586,Declining
2022-05-07 04:37:15,Europe,40252,44170,Declining
2023-05-22 07:34:31,Europe,44901,51763,Stable
2022-12-12 09:49:59,Asia,22006,24656,Declining
2023-08-25 01:51:26,Europe,4310,5091,Declining
2023-03-10 13:06:53,Africa,49975,45811,Declining
2022-03-09 09:36:49,Africa,16763,19670,Growing
2022-01-10 02:52:20,Europe,36531,40351,Stable
2022-12-13 04:48:30,South America,15427,15196,Stable
2023-12-22 19:54:42,Africa,29918,31861,Growing
2022-02-05 16:10:05,Europe,48682,52437,Stable
2023-09-18 05:08:50,Africa,32956,36307,Declining
2023-05-27 16:15:06,Europe,32190,31416,Stable
2023-09-16 05:06:54,Australia,5908,5589,Growing
2022-11-26 13:55:47,Africa,20341,23607,Stable
2022-08-01 09:39:59,South America,13759,12956,Growing
2023-06-15 15:26:22,Asia,3577,3776,Declining
2023-11-23 10:01:47,Asia,26116,26493,Growing
2023-10-24 18:05:03,Africa,8570,9125,Stable
2023-06-18 20:16:23,Africa,38569,35312,Stable
2022-12-26 23:15:11,Africa,37980,44412,Stable
2022-02-19 06:04:44,North America,32651,32307,Declining
2022-10-10 11:09:27,Australia,32856,30682,Declining
2022-05-09 10:04:18,Australia,22738,26817,Growing
2023-04-28 10:27:37,South America,43421,44576,Stable
2023-06-09 16:50:50,Australia,49176,55014,Stable
2022-03-01 08:02:58,Asia,18854,17236,Declining
2023-05-14 04:10:13,Asia,28153,30794,Growing
2022-01-25 14:30:16,South America,30366,29738,Stable
2022-10-18 21:41:33,North America,37806,34955,Growing
2022-11-12 13:54:13,North America,7905,8558,Stable
2023-09-14 00:53:06,Asia,14691,13558,Stable
2023-09-04 01:31:55,North America,44670,44076,Growing
2023-11-20 11:39:46,Europe,8141,7597,Stable
2022-10-11 22:05:52,Asia,2839,2597,Growing
2023-11-20 17:27:54,North America,39749,44166,Growing
2023-08-19 12:46:32,Europe,44499,49066,Stable
2022-01-12 21:20:45,South America,48884,45631,Growing
2023-07-30 20:21:47,South America,6729,7671,Declining
2023-09-07 08:23:32,Africa,8898,8605,Stable
2022-01-05 20:48:00,North America,12427,13398,Declining
2022-12-22 06:01:16,Australia,47961,43342,Declining
