Region,Customization_Option,Popularity_Index
Asia,Size,0.6912838033124582
Australia,Packaging,0.049623631744691865
Asia,Size,0.9605850639288913
Africa,Features,0.12894882555279064
Europe,Packaging,0.8191161235218948
Australia,Design,0.5228773874161163
South America,Color,0.9779123001170033
South America,Packaging,0.9502468708525648
Australia,Packaging,0.3147734909226083
Australia,Packaging,0.44299262193645916
Europe,Design,0.16912709141962934
Australia,Design,0.5933726504229815
South America,Packaging,0.5632732514962348
Africa,Packaging,0.9533552251933731
North America,Packaging,0.49647652483886895
Australia,Size,0.9591280119919599
Europe,Size,0.8552129379084261
Europe,Size,0.13205198384039385
North America,Design,0.13032977624237652
Australia,Color,0.4968001129866011
Australia,Color,0.3230194835005733
Europe,Size,0.8908161599002248
Australia,Size,0.525026805614446
Australia,Features,0.4134507791015618
South America,Color,0.6192873695981868
South America,Size,0.2515384053696872
Africa,Packaging,0.7858880991833639
North America,Packaging,0.17525157630892074
North America,Features,0.9792985372774817
South America,Color,0.5185338856081375
Australia,Features,0.8484830430233858
South America,Color,0.3727241953329036
North America,Color,0.5414431058723431
Asia,Size,0.6421070295076498
South America,Color,0.33903540174719915
Australia,Color,0.12140223181783683
North America,Size,0.17980008422686633
North America,Size,0.25515396263860635
Australia,Design,0.9620848146269755
North America,Size,0.02721747703623134
Asia,Size,0.4587656941766811
Asia,Features,0.009321038979482776
Asia,Size,0.2730806974592349
North America,Size,0.5967125016465062
South America,Size,0.7821303838016418
Europe,Features,0.5394532647562399
Asia,Packaging,0.8438907745916138
Asia,Size,0.31814053775709183
Africa,Design,0.825546024794946
North America,Design,0.5094904946490764
Africa,Packaging,0.13289764951804173
Africa,Size,0.0550809769538978
South America,Features,0.16582972078753444
Europe,Design,0.0802187217053818
Africa,Packaging,0.605617760821623
Australia,Features,0.012008543726204302
Australia,Packaging,0.6077694347539373
North America,Design,0.858198057536406
Europe,Size,0.3468615175538834
Europe,Packaging,0.3051219133653136
Asia,Design,0.34036562736439935
Asia,Size,0.597283745194599
Asia,Features,0.22129429573727655
Europe,Features,0.5177985339786643
Europe,Size,0.676024366938122
North America,Packaging,0.8689348004711838
Australia,Color,0.3484543019594173
South America,Features,0.39684363496042907
Australia,Design,0.7889646475390623
Europe,Design,0.2725430349958864
Asia,Design,0.9364732692266575
North America,Size,0.1721386392359472
South America,Color,0.07953521758778004
North America,Packaging,0.6755825842272485
South America,Features,0.3473677510530059
North America,Design,0.24423436934773934
Africa,Design,0.5206177544593333
Africa,Features,0.22140889010980525
Europe,Features,0.9431407312625326
Africa,Design,0.0908888185573109
Australia,Size,0.9620201198228577
North America,Features,0.15179487406266334
Europe,Design,0.5390857632008361
Africa,Color,0.4399729559545792
South America,Design,0.9002644110938641
Europe,Color,0.5525943320355767
North America,Design,0.5181307243250816
South America,Features,0.8037546881804696
North America,Color,0.31419099664424766
South America,Features,0.507360959652339
Africa,Design,0.691393829015702
Europe,Design,0.008580645776429585
Asia,Packaging,0.7331311533757395
Europe,Color,0.46925563780883583
Europe,Size,0.6896851545914084
Australia,Packaging,0.8407606748626172
Asia,Design,0.20181696481347122
Africa,Features,0.060229448070361236
South America,Packaging,0.19216282932201
South America,Features,0.6038944505048706
Africa,Features,0.687788912511171
Europe,Design,0.08903160287964529
Australia,Features,0.5576593336664049
Africa,Packaging,0.6936557416354252
South America,Color,0.38314506779228996
Asia,Features,0.41560309976690235
South America,Design,0.5206611934027328
North America,Packaging,0.4423968681408489
Asia,Packaging,0.35838249299780367
Asia,Size,0.060817326319288045
Asia,Design,0.8923976947367069
Asia,Packaging,0.08333910439509462
South America,Size,0.4528322894997058
Africa,Packaging,0.9564019349562568
Africa,Size,0.612439001406905
Asia,Packaging,0.14903157990673443
Europe,Features,0.8570924741536465
North America,Packaging,0.8958430072046876
Europe,Packaging,0.38387004478068887
Australia,Size,0.5771117062769536
North America,Packaging,0.31447654361172384
South America,Packaging,0.15421589739424313
North America,Features,0.16641497170776676
Europe,Packaging,0.5110115305906904
Asia,Size,0.9654890112122875
Europe,Size,0.2304787595264638
Europe,Color,0.7001399768134653
South America,Packaging,0.04315607881105166
Asia,Features,0.7799380638441288
Europe,Color,0.2537003789388651
Asia,Size,0.77886013569938
North America,Packaging,0.2797954963236795
Africa,Color,0.6200736897496786
Asia,Size,0.22719201835530978
Australia,Color,0.7284578717215704
Australia,Size,0.7495382932551274
Europe,Size,0.2848880897980792
North America,Color,0.09411502740642641
Australia,Color,0.02809089555864397
Australia,Color,0.43280812815603886
South America,Color,0.8408621661761685
Africa,Packaging,0.2583538779225675
Australia,Design,0.8085236148152637
North America,Features,0.45876352008933297
North America,Design,0.8584775963007282
Europe,Packaging,0.7228280289870512
Europe,Design,0.9910575004253346
Asia,Packaging,0.18085302069760611
South America,Color,0.7007815505915416
Australia,Size,0.35212312321982153
Europe,Features,0.538083722869312
South America,Design,0.06805084368394743
North America,Color,0.9338123019110816
South America,Size,0.8226158455006041
South America,Packaging,0.14463200799370957
South America,Design,0.7478714205524282
Australia,Design,0.25760765194400825
South America,Color,0.011956843013127827
Australia,Features,0.3784975856755264
Asia,Features,0.39080336048642905
South America,Packaging,0.3913318343748293
North America,Color,0.7302770685773567
Europe,Features,0.22649956057857934
Africa,Color,0.018369398188364583
North America,Packaging,0.6422510713397536
Asia,Design,0.9829626286023181
Africa,Packaging,0.8272092207736395
North America,Packaging,0.6985538772426193
South America,Packaging,0.3743331648947317
South America,Features,0.4666982622680944
Australia,Design,0.28408435654385955
Australia,Features,0.5732845699502669
Australia,Design,0.5504696395427767
Africa,Size,0.8180173846951178
Asia,Design,0.13053829200757028
South America,Design,0.27358249884848584
North America,Packaging,0.24299758509511427
Australia,Features,0.4521814953155858
South America,Features,0.9008558125269251
Australia,Features,0.517633119558392
North America,Color,0.9533372073228082
North America,Packaging,0.00765411380818759
Asia,Features,0.2192597710201729
North America,Packaging,0.38634594636237185
South America,Design,0.008620571057704418
Asia,Size,0.37868642541411457
Europe,Color,0.9122278587946573
Australia,Features,0.948385647039526
South America,Color,0.8287973153751793
Africa,Features,0.23035380235948655
Australia,Features,0.4180642104066413
Europe,Design,0.30082110043664634
Europe,Size,0.2620318617025389
Australia,Packaging,0.25514374013946783
South America,Size,0.2905180009323701
North America,Packaging,0.20759526182991395
Asia,Features,0.16546202718163805
North America,Features,0.34516785439148734
Asia,Size,0.5094920793645114
North America,Design,0.4167778805584391
Asia,Packaging,0.04688768377905972
North America,Color,0.9929822805364201
Africa,Color,0.44795265008629337
North America,Packaging,0.8077321882532533
South America,Design,0.7851821612228814
Asia,Color,0.9485952508098456
Europe,Size,0.3501832797157107
Australia,Color,0.9987248328707727
Europe,Color,0.3861260216433896
Europe,Color,0.6146146546702431
North America,Features,0.6337412350499633
Europe,Packaging,0.748089275189529
North America,Color,0.4009733240885843
Australia,Design,0.8703893518939101
North America,Size,0.7050549183983679
Asia,Features,0.11723334377091887
Africa,Features,0.7410879577546264
Europe,Design,0.28225064236204056
North America,Features,0.7263322274432883
North America,Color,0.09943076218669811
Africa,Packaging,0.1966331375773469
Australia,Size,0.6938310508220821
South America,Color,0.004301329063349013
South America,Color,0.011923740480693445
North America,Packaging,0.08930781427821932
Australia,Features,0.9648810356143148
Africa,Size,0.2457933503004225
North America,Packaging,0.5685966536482392
Europe,Size,0.7667702160376705
South America,Design,0.5036173595880279
Africa,Packaging,0.7174442245953185
Africa,Design,0.27901311892947955
South America,Size,0.7516635197477872
North America,Design,0.7176685222886919
North America,Size,0.05407055471608857
North America,Color,0.8806139555021659
Europe,Packaging,0.9161847060125486
Australia,Color,0.07640643010920378
Australia,Design,0.5886630857071252
Asia,Design,0.5504092441110254
Europe,Color,0.9243643135974638
Africa,Design,0.07553267533621444
South America,Design,0.4223478960779904
Australia,Color,0.12019909196576462
Asia,Size,0.05345713698135812
South America,Design,0.4965982330919829
Asia,Features,0.8530597706824936
Europe,Size,0.46705332456104864
Australia,Packaging,0.4586480465105355
Europe,Design,0.5375502434720526
North America,Size,0.6385616084467973
North America,Packaging,0.3413598007212051
Asia,Features,0.7737055554637985
Africa,Packaging,0.8405603243017006
South America,Features,0.11660313256893329
Europe,Packaging,0.32654043523038656
North America,Color,0.14825259198110774
North America,Size,0.9412868322719313
Asia,Size,0.26822206061197207
Europe,Color,0.22602553575462148
Europe,Color,0.19921418174572814
Africa,Features,0.45316208883005904
Europe,Size,0.047075855106144315
Africa,Design,0.5346379249858761
North America,Packaging,0.5468525166936661
North America,Packaging,0.9243076557207452
Europe,Size,0.6781127201220393
Asia,Size,0.8813261533402772
South America,Design,0.30569444972140214
North America,Size,0.8517018356156162
Australia,Design,0.9015788232194163
North America,Design,0.2614773209619029
Australia,Size,0.29164587924668006
Africa,Color,0.20621841937004715
Australia,Color,0.7475758620283514
Asia,Color,0.8889396193502503
South America,Packaging,0.7022624743985368
North America,Color,0.8525828600190577
Africa,Design,0.9689131020883079
Australia,Packaging,0.6496729302966726
Asia,Features,0.7345915572326485
Australia,Size,0.9919026248813071
Asia,Color,0.41235170356718165
North America,Design,0.3529362468185794
South America,Packaging,0.23183334384735366
Asia,Packaging,0.19314031106735785
Europe,Color,0.6893431439116383
North America,Features,0.0019117211176243876
Australia,Features,0.38336135641932
Asia,Design,0.549893326807749
Asia,Design,0.25500500860875563
Europe,Packaging,0.19698236270579095
Europe,Packaging,0.4995962823541191
South America,Design,0.5780382966996118
Asia,Design,0.64774311221967
Asia,Color,0.6069447028399536
Africa,Design,0.14529535737270016
South America,Color,0.3977562764612055
North America,Color,0.1822592926801001
Asia,Design,0.71445500060706
Europe,Packaging,0.32562427644048575
South America,Design,0.16919553507957408
South America,Color,0.23673725478464092
South America,Size,0.5004411066907715
Asia,Color,0.9126685211029727
Africa,Features,0.752402582365264
Africa,Features,0.2292617037878829
Europe,Design,0.821803240983518
Africa,Color,0.32847404713334993
North America,Design,0.8877319600738941
Australia,Color,0.9391343557980059
Europe,Color,0.03220039659507712
Asia,Features,0.507082298148407
Europe,Design,0.2864440401686197
Asia,Features,0.19532385824428933
Australia,Color,0.7234809483788922
Europe,Size,0.6411825814091827
Africa,Size,0.9569830604659703
South America,Size,0.24790526884383568
North America,Design,0.611451206965512
Europe,Design,0.18251844959838248
South America,Color,0.09467132695435154
Australia,Color,0.14094613694099545
South America,Packaging,0.06688280174694583
Australia,Packaging,0.272133519799606
Africa,Features,0.6942451477506675
Asia,Features,0.43083679565216937
Australia,Color,0.3072782446301848
South America,Design,0.3252871599497672
South America,Features,0.567647589572928
Asia,Design,0.9677665887655682
Europe,Color,0.2767216483185856
North America,Packaging,0.22047004403579518
Africa,Size,0.9409561945736752
Asia,Size,0.4347541619302465
Europe,Design,0.5992536542378009
Europe,Design,0.6138348531055443
Australia,Packaging,0.5010444938740034
North America,Design,0.8318496640714544
Europe,Design,0.9580654085222811
Africa,Packaging,0.23645196355084153
South America,Packaging,0.7217702198325153
South America,Design,0.2518051425664587
Australia,Packaging,0.3362087078903403
North America,Size,0.12283872380291283
South America,Features,0.6907636947637458
North America,Packaging,0.6435767272366569
Africa,Color,0.12671835787075836
North America,Size,0.1800082276797218
Africa,Design,0.7362641925902748
Africa,Size,0.7592142758058358
North America,Features,0.7967471201182802
Africa,Features,0.6413756348341936
South America,Design,0.9518259468115179
North America,Design,0.8428575147192906
Africa,Features,0.08647399588314386
South America,Features,0.6285810674307688
North America,Color,0.31251528759703473
Africa,Color,0.2400790085920188
Australia,Packaging,0.26236433976715723
Australia,Color,0.5836639304166154
North America,Color,0.8497006678612643
Asia,Packaging,0.7404093871980143
Europe,Design,0.6134871745986856
Europe,Design,0.6557010958064688
Europe,Size,0.7956521974315466
Asia,Color,0.08722560354490327
Asia,Packaging,0.7710111592100953
Australia,Features,0.13085135457420616
Europe,Design,0.40068546067082944
Africa,Features,0.3410959188793954
Europe,Features,0.3181249653126613
Africa,Packaging,0.7684650152534923
Africa,Size,0.3925674774001042
North America,Packaging,0.27442856154661033
Europe,Features,0.6076791827973024
North America,Features,0.4321316915550424
Asia,Design,0.9937636434298245
Africa,Features,0.1553136750878501
Europe,Features,0.31646334314789526
Europe,Features,0.8162787747410348
Australia,Packaging,0.3915857284665625
North America,Design,0.08848282245952022
Australia,Features,0.26103542410669733
North America,Design,0.7436823235925524
Australia,Packaging,0.33764679875882364
Africa,Features,0.15916350889517494
Asia,Design,0.6928290998617024
South America,Color,0.5229998711776829
South America,Design,0.2459781740670718
Africa,Color,0.366816292009705
Australia,Design,0.543073139313061
Asia,Color,0.0023206641952993046
Australia,Size,0.17166287217093557
North America,Size,0.6723930990453798
South America,Packaging,0.47496674175334785
Asia,Design,0.7856054272719826
Africa,Size,0.022389927646420893
Europe,Color,0.4945815128494069
South America,Size,0.2273341130171883
Asia,Features,0.5772097351979911
Asia,Design,0.3348631627489759
South America,Features,0.8582856255349887
Africa,Features,0.12373965320200764
South America,Packaging,0.12756094976581656
Asia,Features,0.38125529307048767
Australia,Design,0.05932484470436972
North America,Size,0.60869239776519
Africa,Design,0.546105394515796
Asia,Color,0.3273252276008686
Australia,Color,0.7277018155049755
South America,Color,0.8938872721430015
South America,Color,0.07571797081740439
South America,Color,0.5538812134392789
North America,Features,0.7344472514601827
South America,Packaging,0.5927347522923256
North America,Size,0.6202995699523651
Africa,Design,0.03775339596910299
Africa,Design,0.6145885886354965
Africa,Size,0.9593944020807997
Africa,Design,0.700367586374058
Asia,Packaging,0.5400983463207821
North America,Size,0.20326106347272632
Asia,Packaging,0.6009137012169095
Europe,Packaging,0.7240004770662674
North America,Color,0.7304032895339565
North America,Size,0.5324616743338284
Africa,Packaging,0.9912729359021073
Africa,Packaging,0.6156290465811586
North America,Features,0.9593188657320303
Asia,Size,0.6745621026583752
Africa,Color,0.9765119121779767
South America,Color,0.5910885835835117
North America,Color,0.672989177692005
Europe,Packaging,0.8391118886618626
Africa,Size,0.6323190538778444
Asia,Size,0.18232199250403702
Africa,Color,0.5114051469177845
North America,Color,0.17282925074367494
Asia,Features,0.27106856797664713
Australia,Packaging,0.8209928702390902
South America,Features,0.3733664427409291
Australia,Design,0.3006863551147605
North America,Features,0.534105430918727
South America,Packaging,0.21821008749314907
Asia,Size,0.7328886108570051
Europe,Design,0.7329592703139709
South America,Features,0.032138160536802185
North America,Packaging,0.2512852118033695
South America,Size,0.4585651446732554
Europe,Design,0.8813451379727419
Australia,Size,0.8716097592727083
South America,Size,0.4600619805742452
North America,Color,0.05744823245532815
North America,Size,0.7929546541327734
Asia,Design,0.22967234510474732
Europe,Size,0.16228080842098302
South America,Design,0.01626291986526751
Europe,Features,0.5098869718579502
Australia,Size,0.6962438118311176
Asia,Design,0.12983705205552176
Africa,Design,0.5789923600535956
Africa,Design,0.7866798057949047
North America,Size,0.16395883637852704
Asia,Size,0.11100047687906944
Europe,Packaging,0.7487994500149666
Africa,Size,0.5142482107872998
Africa,Features,0.643226708896968
Australia,Packaging,0.04319721927652731
Australia,Color,0.29965764683464635
Asia,Size,0.42697809427686306
Asia,Size,0.17796158926030337
Asia,Size,0.330504418915782
South America,Design,0.09538402195584283
Africa,Design,0.5954380372199052
Europe,Features,0.3913436323917586
Asia,Packaging,0.32988862062471447
Africa,Color,0.2855368268951173
North America,Color,0.7864954217055111
South America,Color,0.541618955818062
North America,Packaging,0.5738686591260937
South America,Size,0.18660745398559686
North America,Size,0.45502980189447484
Europe,Size,0.3584025590570983
Europe,Packaging,0.8048045828895263
Europe,Color,0.7264953624895996
North America,Design,0.6224030564224962
Europe,Size,0.18672317297931396
North America,Packaging,0.9451580359861756
Australia,Features,0.30141712662536735
Africa,Color,0.7999573107653181
Europe,Features,0.47540636685847293
South America,Packaging,0.6099588396452494
Africa,Color,0.9859729631381142
North America,Features,0.10454359641315392
Europe,Size,0.6206953729754128
Africa,Design,0.47837182037273207
Australia,Features,0.6830756133755859
Australia,Size,0.3400484911183639
Europe,Features,0.15635439284538
North America,Features,0.6410453702152963
North America,Features,0.8356962485893414
South America,Features,0.1265827409409237
Africa,Features,0.641884585664964
Europe,Features,0.6731410287033855
Asia,Size,0.39023222718470585
South America,Color,0.021737432643382126
North America,Size,0.05571346327101445
South America,Packaging,0.8470968654996122
Australia,Size,0.17718143263385688
South America,Size,0.6567503628987565
Europe,Color,0.7236957319912625
Asia,Design,0.4053628312926689
South America,Features,0.5084759737630585
Australia,Features,0.024314792458003165
North America,Features,0.9748661882036103
North America,Packaging,0.3706439886629733
Africa,Color,0.8034031863552638
Australia,Color,0.0966859418024959
Africa,Packaging,0.509241633016131
North America,Design,0.5116629592913136
South America,Packaging,0.12265699091672622
North America,Size,0.804034862886737
Australia,Design,0.5728963169494871
Asia,Packaging,0.43503891893482205
Africa,Design,0.36649026742724833
South America,Size,0.027404574113615077
Asia,Packaging,0.3733714020377331
Asia,Features,0.4192172054756438
South America,Color,0.3696357559878799
Australia,Packaging,0.43217623863899757
Europe,Color,0.5324105837508049
Asia,Color,0.4204960382825279
North America,Packaging,0.5041187941009876
North America,Features,0.9345893555991105
Africa,Packaging,0.10255622650234253
Asia,Size,0.36803467373367704
South America,Size,0.4918325922441642
Europe,Packaging,0.5385090051834567
South America,Color,0.9482525168211609
North America,Features,0.09012878485874032
Australia,Features,0.6807435843977035
North America,Size,0.052193513527467594
North America,Design,0.33852167400164
South America,Color,0.07474145351249473
Europe,Color,0.15843864161609988
Europe,Features,0.8243993577925466
Australia,Packaging,0.10223187388422661
Africa,Design,0.2518604043650212
South America,Color,0.9541352229862318
North America,Packaging,0.5250133264808111
North America,Features,0.3331433814474858
Asia,Size,0.3001257201592169
South America,Color,0.6105891588872369
North America,Features,0.2894901383197239
North America,Size,0.8191701394698147
South America,Features,0.42466737727685944
North America,Packaging,0.7930886197086016
Asia,Design,0.9839837253644503
Australia,Design,0.7733973446850108
Asia,Color,0.20864772791930186
South America,Size,0.7560278942326416
South America,Packaging,0.10498610701087008
Africa,Features,0.32934966980449687
South America,Packaging,0.6028334673955842
Australia,Design,0.03330744083331849
South America,Features,0.8471277367170038
North America,Design,0.47416607679337786
Europe,Size,0.5837965255709557
Africa,Features,0.4717066546092922
Africa,Color,0.7084903694234257
Africa,Packaging,0.21156099233433934
Africa,Packaging,0.9186414700999906
Australia,Color,0.7115741542296873
Europe,Size,0.6424440633906285
North America,Features,0.9168437445892457
Asia,Packaging,0.4798406191372674
North America,Packaging,0.3561310772123456
Europe,Size,0.25228774611737936
Europe,Packaging,0.7559002666373665
South America,Features,0.5900935741775202
Australia,Design,0.11057703501302574
Europe,Size,0.47699976119963305
Australia,Features,0.556705142991713
South America,Color,0.7925390309310126
Australia,Size,0.12406177877454594
Asia,Packaging,0.03543373738318567
South America,Design,0.5769928321501151
Australia,Size,0.09960829321031961
South America,Design,0.7510962980029309
Australia,Features,0.9107535272756256
Australia,Size,0.9966714468916009
Africa,Packaging,0.3344119077924781
North America,Color,0.29406950450147873
North America,Size,0.48824421457367184
South America,Packaging,0.3990899881388631
Europe,Design,0.5280474479579031
South America,Features,0.7566408011399676
Africa,Packaging,0.10380580212558199
Africa,Packaging,0.26739575022292994
South America,Size,0.9216170616293844
North America,Size,0.4059668422489836
Europe,Size,0.06544028783874278
Africa,Color,0.46047905297127756
Asia,Packaging,0.8816578894017375
North America,Color,0.09006113278313443
Australia,Size,0.5611634034245545
Australia,Design,0.8503097364863
Europe,Packaging,0.723946823946313
Europe,Size,0.048244991638943246
Europe,Color,0.8471587720058855
South America,Design,0.6878906277684625
Asia,Size,0.9653763895864608
Australia,Features,0.8091519342046185
Australia,Features,0.09275774603731346
Asia,Packaging,0.13068822046339723
Europe,Size,0.37420663631714346
North America,Features,0.4278778536470478
Europe,Color,0.30378645660114556
North America,Design,0.39104941236660795
Europe,Design,0.1429449655318823
Australia,Size,0.7107610071273809
Africa,Design,0.6514924104282563
North America,Features,0.03326251853551454
North America,Color,0.12405550042722002
North America,Color,0.6847380974406514
Australia,Size,0.9713366581402996
South America,Features,0.4782731333377256
Europe,Packaging,0.537608495926447
Asia,Design,0.373243903036112
Africa,Size,0.802620964474192
Europe,Features,0.24992675834860845
Africa,Size,0.94693728169207
South America,Packaging,0.9066192102212375
Asia,Features,0.9552548754651744
Asia,Features,0.5892407010852404
Africa,Size,0.593138694212445
South America,Size,0.5951374912514038
Europe,Packaging,0.22843789823681104
Europe,Color,0.9344353733962536
Africa,Size,0.6834792172559413
South America,Color,0.4484677297590731
Africa,Features,0.11178210235909791
South America,Size,0.16087347179677036
North America,Size,0.10738042747450027
Africa,Features,0.7183601408681742
Asia,Packaging,0.18309179998264558
Europe,Packaging,0.6891363213691017
Africa,Color,0.4879629064833426
North America,Features,0.41333402431379507
North America,Features,0.6085927809245939
Africa,Packaging,0.9481811893994457
South America,Color,0.25805260090925497
South America,Size,0.15980194580922957
Europe,Design,0.17109371426686115
North America,Color,0.8495844473203201
North America,Size,0.10785318914964936
Europe,Design,0.24018688774104746
Africa,Packaging,0.7932300827893293
Asia,Packaging,0.17279769233064346
South America,Design,0.785795658600008
South America,Color,0.6973085479602696
Africa,Size,0.6001706031773836
Asia,Color,0.5934167522938043
Europe,Design,0.640187702371131
North America,Design,0.3470566620090263
Asia,Size,0.07277589813764362
Asia,Color,0.17805659934774054
Africa,Features,0.6406779136733279
Australia,Features,0.2633936941996303
Africa,Design,0.29526900687695634
South America,Features,0.031931155188428595
North America,Size,0.5457752662172214
Asia,Design,0.27997154432355564
Europe,Packaging,0.6835842287305249
Africa,Color,0.5767702997263798
Africa,Design,0.1343395070399075
South America,Packaging,0.6371991713427843
Asia,Features,0.13369557560953393
South America,Features,0.08755016625703271
Europe,Size,0.09148853640877275
South America,Packaging,0.8635818741635594
Asia,Size,0.5931839874977054
South America,Size,0.9021384103976665
South America,Color,0.7958651988554344
Europe,Features,0.0917614671211241
North America,Features,0.6666412439526276
Asia,Features,0.7580347114834945
Asia,Size,0.2813958283551018
Africa,Features,0.8221706529802131
Europe,Design,0.07121847156658301
Africa,Color,0.5190325477764616
Australia,Color,0.6601390671412061
North America,Design,0.3895586268787524
Africa,Design,0.5887041910957549
North America,Color,0.6772776118340366
North America,Design,0.31959104407177297
North America,Size,0.38221171439289425
Africa,Packaging,0.6525086355390728
North America,Features,0.9791346483559041
Asia,Features,0.9425035691456868
Europe,Features,0.7225279809544417
Europe,Packaging,0.13043349373365887
North America,Packaging,0.844983990213897
South America,Design,0.6986402103769117
North America,Color,0.15799364829221685
North America,Color,0.3223365856012106
Europe,Color,0.5386262685809388
Australia,Size,0.4717811192922222
Asia,Features,0.6232108756088377
Australia,Features,0.4357283858790979
Africa,Color,0.5262426778587116
Africa,Features,0.2314057167803949
Australia,Packaging,0.2891381216959247
Asia,Packaging,0.44528319264286953
Europe,Packaging,0.004120138592055067
Australia,Size,0.6388778789703142
Asia,Features,0.6126109737090611
Europe,Size,0.011962339032362546
Asia,Features,0.35181362971692154
North America,Features,0.4140898250146816
Asia,Size,0.44151508288078356
Asia,Design,0.445132587598534
Africa,Features,0.7891023016389147
Asia,Size,0.7318152548208771
Africa,Size,0.4604773759719111
Africa,Color,0.21589295412349407
Australia,Color,0.4773840452455592
Africa,Features,0.712464427489176
Africa,Features,0.32425521201070695
South America,Color,0.2622698620244891
South America,Size,0.18384448587432367
South America,Features,0.8341798735597098
South America,Packaging,0.2952857455537591
Europe,Size,0.13083661407769243
Africa,Design,0.9533910426904443
North America,Color,0.697601503338741
Australia,Color,0.8449665590619079
Australia,Design,0.2868996159928944
Asia,Design,0.7836874151117313
Europe,Size,0.5926819592900645
North America,Features,0.9512074177539326
Australia,Features,0.06498464140271132
Africa,Color,0.09778964706981463
Asia,Size,0.6566609278372423
Europe,Size,0.8056083033629521
Africa,Packaging,0.3397399041650304
North America,Packaging,0.7554940204581667
South America,Design,0.9168383082036373
Africa,Size,0.7019267597806104
Asia,Color,0.31857194597674987
North America,Packaging,0.2603294578222669
Asia,Color,0.24097291157292133
Europe,Features,0.7966538066688434
Europe,Color,0.5104921909970308
South America,Packaging,0.5971088851076075
Australia,Size,0.02197961740882337
Asia,Design,0.6579799940429183
Asia,Packaging,0.80984468686386
Africa,Size,0.4559590118434228
Africa,Size,0.4405547363410065
South America,Features,0.5607230971703165
South America,Packaging,0.9934777280380289
South America,Features,0.4550892785067412
Australia,Features,0.9670839778677431
Africa,Size,0.9237964403555747
Europe,Color,0.0896299514980815
North America,Packaging,0.30818500351011413
North America,Design,0.40153948799515526
Europe,Design,0.610570560032223
North America,Design,0.9687217258875322
North America,Features,0.29591788443402756
North America,Features,0.7538172554549123
Australia,Size,0.7711696721710711
South America,Features,0.9980476745948365
North America,Design,0.8176044841683546
South America,Size,0.28851296130844384
Africa,Design,0.6802397311442091
Europe,Size,0.3899657451032469
North America,Size,0.3514614214632722
North America,Color,0.05294103618567059
Australia,Size,0.32563118837575744
North America,Packaging,0.8252147462788142
Europe,Features,0.07656629298854245
Africa,Color,0.465514858399246
Australia,Features,0.36847803762312414
Africa,Packaging,0.6386596151018926
Australia,Packaging,0.2587405379193719
Asia,Color,0.6154076251801579
South America,Color,0.5361804946375418
South America,Packaging,0.6024013591332273
Asia,Features,0.5846798350876994
North America,Color,0.08116498664872085
Asia,Design,0.7697247221130553
North America,Design,0.07076442846607012
Europe,Color,0.7892004434413115
Australia,Size,0.67101428396129
Europe,Color,0.21061715928755986
North America,Packaging,0.6343592551191889
Asia,Color,0.7178781494011607
Australia,Packaging,0.16028621626642414
Asia,Size,0.0005394126731305127
Europe,Features,0.9286446123783643
Australia,Color,0.38715216519499274
Australia,Design,0.14974781027157802
North America,Size,0.7239460629334118
North America,Color,0.6782773925375227
North America,Design,0.027302753138264246
South America,Features,0.948957423045485
North America,Features,0.22612795799264596
North America,Features,0.6701683194477644
Europe,Color,0.5935601868925052
North America,Color,0.08755139898301612
Europe,Features,0.9694377501692066
Asia,Features,0.6572552592086476
Australia,Design,0.028859601178742977
Asia,Design,0.7265287934094394
South America,Color,0.9258328148679685
South America,Design,0.6195447285378689
North America,Size,0.9071086117955526
Europe,Design,0.7495594570919648
Asia,Size,0.060338298593720974
Asia,Packaging,0.26688750374409287
South America,Design,0.676669749409499
Asia,Color,0.8705167051389058
Europe,Packaging,0.4933144914581701
North America,Features,0.07107092974314488
South America,Packaging,0.6409058847737106
Africa,Features,0.4698669515355942
North America,Features,0.4396419039935132
Europe,Design,0.7811135852352014
Asia,Color,0.17572253107897506
Africa,Design,0.3440729379120768
Africa,Packaging,0.7677962285615574
Australia,Color,0.6184471759888691
Africa,Features,0.9471626308205009
North America,Packaging,0.5541654472906219
Asia,Color,0.6135128581613897
Europe,Color,0.5218101060962682
Africa,Packaging,0.02472898410832658
Australia,Design,0.21943351335295025
North America,Size,0.13202386018737733
Africa,Color,0.8481557434098418
Asia,Size,0.9226659851426524
South America,Color,0.9614511937794358
South America,Packaging,0.14146847356046688
Africa,Packaging,0.7374266220276552
Africa,Design,0.3397935433362881
Europe,Features,0.03205983179907501
South America,Packaging,0.9101667901621212
North America,Features,0.25615108229108774
South America,Features,0.6952502209650792
Australia,Design,0.27486914575482213
Australia,Design,0.9316258026841825
South America,Color,0.04136801992560746
North America,Size,0.7340374244199956
Europe,Color,0.9999887662960835
North America,Packaging,0.23137081582636598
Europe,Features,0.6779284048061889
Asia,Color,0.4914441577693818
Asia,Features,0.1318672344980687
Australia,Design,0.5705410086451815
North America,Features,0.12114305278278625
Africa,Size,0.19342054449739943
South America,Features,0.6048035935804548
Africa,Size,0.5067885992382861
Asia,Color,0.7149161742096213
Australia,Packaging,0.05907518887188046
South America,Packaging,0.051819193056027
Asia,Color,0.6854469115238271
Europe,Packaging,0.23561083784663217
Asia,Size,0.35700568040556724
Europe,Size,0.5162735433879847
Europe,Color,0.43563307648318894
Australia,Features,0.9935824660366401
North America,Features,0.949130197870608
